PNR Number: 22517_20221101_0_2088_23				Train Number :22517				Date of Journey:2022-11-01
uTwpXRQjdnDCMD              				AC3657				12				UB
sxuIUtw                     				AC3657				13				UB
JA                          				AC3657				14				SL
CbNUAfMvnZU                 				AC3657				15				SU
Us                          				AC3657				16				LB
IAQVqrQHx                   				AC3657				17				LB
sntsfbPJe                   				AC3657				18				UB




PNR Number: 22517_20221101_1_3638_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ozMpcHibUFNOIE              				AC3638				12				UB
qplNLeiicm                  				AC3638				13				UB
QYwklshIJfnq                				AC3638				14				SL
GckBgM                      				AC3638				15				SU
vMRzsROMBhiGgWmW            				AC3638				16				LB
EAbwvoCkCUo                 				AC3638				17				LB
llHwLVvVlnfb                				AC3638				18				UB
O                           				AC3639				1				UB
vHWjKRu                     				AC3639				2				SL
bNeLzHZYBodn                				AC3639				3				SU
uZlz                        				AC3639				4				LB
uHBnjXpCIMA                 				AC3639				5				LB
fbqxtZTUGdA                 				AC3639				6				UB
JjdepePMuhss                				AC3639				7				UB
RXAqmZ                      				AC3639				8				SL
qWniNOhElSXHThs             				AC3639				9				SU
HbQeEqMBnbYz                				AC3639				10				LB
PFrNzzokOzAeWBao            				AC3639				11				LB
KT                          				AC3639				12				UB
hyGKXnJaFZ                  				AC3639				13				UB
uWrkiwXCLSJGJ               				AC3639				14				SL
lpCTENxV                    				AC3639				15				SU
AKHmkVucoUcxz               				AC3639				16				LB
DapRihagddGdpL              				AC3639				17				LB
rNuzBrsqjud                 				AC3639				18				UB
l                           				AC3640				1				UB
QNpMmU                      				AC3640				2				SL
N                           				AC3640				3				SU
VXRvxvpss                   				AC3640				4				LB
nZ                          				AC3640				5				LB
xFxIa                       				AC3640				6				UB
nrjJrhkCZFVCJ               				AC3640				7				UB
BcyvPXfN                    				AC3640				8				SL
EbIMSPsC                    				AC3640				9				SU
UtoDu                       				AC3640				10				LB
MaihhxiS                    				AC3640				11				LB
QxFk                        				AC3640				12				UB




PNR Number: 22517_20221101_1_3645_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ET                          				AC3645				1				UB
qPjrn                       				AC3645				2				SL
WxqknpbsKaQsQtoG            				AC3645				3				SU




PNR Number: 4652_20221101_1_3724_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

fVycOeQAwvDGhe              				AC3724				18				UB
BhnKcsE                     				AC3725				1				UB
tTWqHzazbA                  				AC3725				2				SL
nrxWcLLQbUNPM               				AC3725				3				SU
TCptfYeTR                   				AC3725				4				LB
ASQUdJ                      				AC3725				5				LB
UI                          				AC3725				6				UB
VDfV                        				AC3725				7				UB
HzVpKQsZNSZjgwEj            				AC3725				8				SL
QlfAVcKXayM                 				AC3725				9				SU
Vpd                         				AC3725				10				LB
Ptsi                        				AC3725				11				LB
rhVCKS                      				AC3725				12				UB




PNR Number: 4652_20221101_0_2611_22				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ei                          				SL2611				22				UB
rjxXnnrdqhJcGrU             				SL2611				23				LB
bKjBP                       				SL2611				24				MB
Zd                          				SL2612				1				LB
VIoIFUj                     				SL2612				2				MB
l                           				SL2612				3				UB
HgTEFBexN                   				SL2612				4				LB
ZW                          				SL2612				5				MB
zB                          				SL2612				6				UB
WBbPCTrFNeIpzj              				SL2612				7				SL
lS                          				SL2612				8				SU
t                           				SL2612				9				LB
EHhbaiDndckNR               				SL2612				10				MB
GHiaPxOFUWDsAJd             				SL2612				11				UB
gyNnMGAkwN                  				SL2612				12				LB
QMXaNu                      				SL2612				13				MB
QAXl                        				SL2612				14				UB
bpsyNlDscK                  				SL2612				15				LB
yKBMwTwEesr                 				SL2612				16				MB
sjTBskEW                    				SL2612				17				UB
ZUcgcvF                     				SL2612				18				SL
CvSGgHHXVsgg                				SL2612				19				SU




PNR Number: 4652_20221101_1_3728_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ubIQCYsiKrcfjp              				AC3728				1				UB
LTs                         				AC3728				2				SL
xkbApKZEJr                  				AC3728				3				SU
dBoZ                        				AC3728				4				LB
WjvBhSEmMjFvg               				AC3728				5				LB




PNR Number: 4652_20221101_1_3733_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

alITYIXhAQxD                				AC3733				18				UB
x                           				AC3734				1				UB
Rd                          				AC3734				2				SL
GTiYukac                    				AC3734				3				SU




