PNR Number: 22517_20221101_1_2819_18				Train Number :22517				Date of Journey:2022-11-01
ovEmGlK                     				SL2597				8				SU
FdbToHNkVsxo                				SL2597				9				LB
cD                          				SL2597				10				MB
dpsDuqJQjA                  				SL2597				11				UB
gVPOntVdSgC                 				SL2597				12				LB
cghdv                       				SL2597				13				MB
XJzykKnqGDuIqK              				SL2597				14				UB
pvkYxu                      				SL2597				15				LB




PNR Number: 4652_20221101_0_2458_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

SlYgvlpDxWEY                				SL2458				11				UB
ASVpOAp                     				SL2458				12				LB
Gp                          				SL2458				13				MB
kW                          				SL2458				14				UB
vYJzzK                      				SL2458				15				LB
faFykuazCDOJ                				SL2458				16				MB
CoOoVzZ                     				SL2458				17				UB
EEmBKbgJpTywIU              				SL2458				18				SL
WAWblkEdAecmb               				SL2458				19				SU
omU                         				SL2458				20				LB
sLtrrZfK                    				SL2458				21				MB
MbaBKSzSsYJIZXQ             				SL2458				22				UB
kdIStKHgcIq                 				SL2458				23				LB
KZgEwy                      				SL2458				24				MB
YNGggRMOSFrfgYI             				SL2459				1				LB
pfnALv                      				SL2459				2				MB
i                           				SL2459				3				UB
Kgg                         				SL2459				4				LB
Vh                          				SL2459				5				MB
aOKBvkfzaU                  				SL2459				6				UB
tgTXjU                      				SL2459				7				SL
HjXKThoHMqMMfsk             				SL2459				8				SU
gGK                         				SL2459				9				LB
E                           				SL2459				10				MB
DLCrVSuFe                   				SL2459				11				UB
KhsGaIHGSQJ                 				SL2459				12				LB
QswKStjOpzvqj               				SL2459				13				MB




PNR Number: 22517_20221101_1_3485_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

KPHWCj                      				AC3485				11				LB
WOYY                        				AC3485				12				UB
KGjjSAd                     				AC3485				13				UB
kUkhqdXv                    				AC3485				14				SL
iQPosokWwcRKL               				AC3485				15				SU
DXDmcOC                     				AC3485				16				LB




PNR Number: 22517_20221101_1_3496_8				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wTpzknjCQ                   				AC3496				8				SL
ieCCtZYYgxxppcB             				AC3496				9				SU
FjGtjrkND                   				AC3496				10				LB
SwNV                        				AC3496				11				LB
ZPXZBJ                      				AC3496				12				UB
VAbCg                       				AC3496				13				UB
NKYtMutxRKDUUaSi            				AC3496				14				SL
CKWYVzteGvSrO               				AC3496				15				SU
niAk                        				AC3496				16				LB
NADVjBzIMbmPU               				AC3496				17				LB
DKQ                         				AC3496				18				UB
GMMUEtI                     				AC3497				1				UB
UKOGMRLOXrTehL              				AC3497				2				SL
PzBVBR                      				AC3497				3				SU
mmVTl                       				AC3497				4				LB
oIVXAjrBvHN                 				AC3497				5				LB
dKmTb                       				AC3497				6				UB
WGV                         				AC3497				7				UB
ZLlJdJJ                     				AC3497				8				SL
SaZhfVEHD                   				AC3497				9				SU
hBVqdevgqzXbNM              				AC3497				10				LB
uLleRvvxAIy                 				AC3497				11				LB
AIOWSO                      				AC3497				12				UB
j                           				AC3497				13				UB




PNR Number: 4652_20221101_0_2475_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

BswXO                       				SL2475				11				UB
MUJfxvshKZv                 				SL2475				12				LB
cQoEgGtGI                   				SL2475				13				MB
jrLnLKDgIkg                 				SL2475				14				UB
PNkNVB                      				SL2475				15				LB
KEOujJhBA                   				SL2475				16				MB
hJmzakjFCGxk                				SL2475				17				UB
sOSWqkjJ                    				SL2475				18				SL
DqJzYUDZWvmzoWMc            				SL2475				19				SU
YV                          				SL2475				20				LB
C                           				SL2475				21				MB
NrsEd                       				SL2475				22				UB
EQHzGZXoxDcD                				SL2475				23				LB
ygGgsnlarBticL              				SL2475				24				MB
tMxHGmBzRWy                 				SL2476				1				LB
NExWR                       				SL2476				2				MB
xjqgFVvlnRI                 				SL2476				3				UB
hBiIK                       				SL2476				4				LB
nM                          				SL2476				5				MB
fcszulapObGzn               				SL2476				6				UB
HZkc                        				SL2476				7				SL
fjgJIftgHQLsTG              				SL2476				8				SU




PNR Number: 22517_20221101_0_2632_15				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

tOneGKzlBdgTu               				SL2632				15				LB
POqnQZrmtQpTXtr             				SL2632				16				MB
GxfW                        				SL2632				17				UB
rZoxKkKvBQva                				SL2632				18				SL
oSZosrioxQhYrK              				SL2632				19				SU
ALXhEHvASVHCcGA             				SL2632				20				LB
rrXS                        				SL2632				21				MB
mJmGBIUVmFzBeoJr            				SL2632				22				UB
KgczWKpwmAEgh               				SL2632				23				LB
JXrtRbgqVxlba               				SL2632				24				MB
zZmFeZiwVm                  				SL2633				1				LB
MFgmNbMUNSgmz               				SL2633				2				MB
DCZv                        				SL2633				3				UB
XkvqSYfRlKx                 				SL2633				4				LB
yrSFN                       				SL2633				5				MB
ahlUqlOrZZmz                				SL2633				6				UB
ZN                          				SL2633				7				SL
Z                           				SL2633				8				SU
fxsbxqEAnwOFt               				SL2633				9				LB
lBklmGr                     				SL2633				10				MB
eObOtawQbaynRUC             				SL2633				11				UB
qdGgqAvh                    				SL2633				12				LB




PNR Number: 4652_20221101_0_2492_19				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FtxvCicNN                   				SL2492				19				SU
nj                          				SL2492				20				LB
sEMMZBwrPS                  				SL2492				21				MB
ltdpINcp                    				SL2492				22				UB
ybUtRBgVFH                  				SL2492				23				LB
V                           				SL2492				24				MB
A                           				SL2493				1				LB
SQSqTkDXIkSc                				SL2493				2				MB
KSEXQvbqBAMmWAJ             				SL2493				3				UB
jwyeWwIhcUW                 				SL2493				4				LB
kPSiKgYZYTW                 				SL2493				5				MB
MVPhBjUQvWV                 				SL2493				6				UB
OmQAZwXXZVe                 				SL2493				7				SL
iTpxZpnAJkNszEz             				SL2493				8				SU
rXZ                         				SL2493				9				LB
PuMfGlyppB                  				SL2493				10				MB
vFzftk                      				SL2493				11				UB
QIzfbaFSVtHklg              				SL2493				12				LB
uJxRqrmJPSzmqMNb            				SL2493				13				MB




PNR Number: 4652_20221101_1_3543_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

QqQpuKCzHeoSoP              				AC3543				15				SU
PsvXvVZVHmlzepeB            				AC3543				16				LB
vUCxThuUHHeXKkj             				AC3543				17				LB
WxXktpYuMeJwl               				AC3543				18				UB
fxXGvCwJicIHTol             				AC3544				1				UB
vnKOxAUNxjo                 				AC3544				2				SL
bNijZTy                     				AC3544				3				SU
oNRwMudaVv                  				AC3544				4				LB
gKsrFNMxOP                  				AC3544				5				LB
rWh                         				AC3544				6				UB
H                           				AC3544				7				UB
sw                          				AC3544				8				SL
X                           				AC3544				9				SU
Z                           				AC3544				10				LB
YtvBipc                     				AC3544				11				LB
zkQUmlwDvVb                 				AC3544				12				UB
HVnwuoe                     				AC3544				13				UB
xeKjX                       				AC3544				14				SL
uAthtA                      				AC3544				15				SU
PWksEh                      				AC3544				16				LB
fBmzzdgfQPfUZZ              				AC3544				17				LB
Ak                          				AC3544				18				UB
XAsL                        				AC3545				1				UB




PNR Number: 4652_20221101_1_3545_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

e                           				AC3545				2				SL
OTZYeFyFWSIQXrb             				AC3545				3				SU
GsDOLxOMRwF                 				AC3545				4				LB
csJiybjXZfHYMx              				AC3545				5				LB
mKpoikJFOsKTFg              				AC3545				6				UB
ZOlheyDmTiOSCZn             				AC3545				7				UB
YAWJuWC                     				AC3545				8				SL
bJlSBCOt                    				AC3545				9				SU
Jki                         				AC3545				10				LB
xzwFcfxJB                   				AC3545				11				LB
LiQyNJe                     				AC3545				12				UB
GBb                         				AC3545				13				UB
PEtzBiOG                    				AC3545				14				SL
goyehjTcwg                  				AC3545				15				SU
YJriONmIRJs                 				AC3545				16				LB
adNGTaqhttW                 				AC3545				17				LB
pjgwR                       				AC3545				18				UB
Xyr                         				AC3546				1				UB
guQWfeMYJYP                 				AC3546				2				SL
yS                          				AC3546				3				SU
KncbXacS                    				AC3546				4				LB
NiTpLKjOYLVQsR              				AC3546				5				LB
OaZKVcpucMCgmL              				AC3546				6				UB




PNR Number: 22517_20221101_1_3522_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

usFMuzvjTcfl                				AC3522				1				UB
ZvHlDXWe                    				AC3522				2				SL
IjRcVCBxFjyTHh              				AC3522				3				SU
uXdBmCnXa                   				AC3522				4				LB
gMLVQdniYo                  				AC3522				5				LB
Su                          				AC3522				6				UB
OnSEzDWDD                   				AC3522				7				UB
mECJ                        				AC3522				8				SL
F                           				AC3522				9				SU
a                           				AC3522				10				LB
HToxFxRXTvfVzB              				AC3522				11				LB
Pbp                         				AC3522				12				UB
M                           				AC3522				13				UB
zpEz                        				AC3522				14				SL
EBjzaExxdoXFIK              				AC3522				15				SU
CSv                         				AC3522				16				LB
qy                          				AC3522				17				LB
twBfWYRk                    				AC3522				18				UB
QFyZrbxfjELBe               				AC3523				1				UB
tMJkwtWOL                   				AC3523				2				SL
rLB                         				AC3523				3				SU
D                           				AC3523				4				LB
DXtKtxruzc                  				AC3523				5				LB
pg                          				AC3523				6				UB
okyxRbzblEjJnyB             				AC3523				7				UB
FwrZJkmnhHR                 				AC3523				8				SL
iIiXbPteTYXlC               				AC3523				9				SU
LwrTinhKXItjEN              				AC3523				10				LB
BiclFrKGbt                  				AC3523				11				LB
BRQaFVxmVwsE                				AC3523				12				UB
Pe                          				AC3523				13				UB
sBBTHwVfDSJv                				AC3523				14				SL
Vv                          				AC3523				15				SU
FFaTWgYG                    				AC3523				16				LB
CHfrEzlI                    				AC3523				17				LB
iG                          				AC3523				18				UB
oczjjnvEGg                  				AC3524				1				UB




PNR Number: 4652_20221101_1_3548_3				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

PZBtlDaYMM                  				AC3548				3				SU
kSIMd                       				AC3548				4				LB
BbIiBCV                     				AC3548				5				LB
MPfFcUBoJeu                 				AC3548				6				UB
RZvwyk                      				AC3548				7				UB
OOuYTwzoMlszOy              				AC3548				8				SL
rlU                         				AC3548				9				SU
iqPEFQz                     				AC3548				10				LB
NEE                         				AC3548				11				LB
IAipCZixuGIH                				AC3548				12				UB
yMWDMkJxX                   				AC3548				13				UB
jPTPCRUXNvzWv               				AC3548				14				SL
vVIbHutTHgm                 				AC3548				15				SU
QpscfDs                     				AC3548				16				LB
nkNWEFCLFCRO                				AC3548				17				LB
lLNbJgpKC                   				AC3548				18				UB
lPJvhnIcUpk                 				AC3549				1				UB
ZludcNKNm                   				AC3549				2				SL
iRamvqZJgjzo                				AC3549				3				SU
GBTTefUZdWprt               				AC3549				4				LB
fbBLbONrAC                  				AC3549				5				LB
VExktfW                     				AC3549				6				UB
xZZDGsoLZK                  				AC3549				7				UB
zLazpq                      				AC3549				8				SL
vFfVGzKHuXVehx              				AC3549				9				SU
VKv                         				AC3549				10				LB
isXz                        				AC3549				11				LB
rCsjWmzrWIiMMyg             				AC3549				12				UB
TWOXnVZss                   				AC3549				13				UB




PNR Number: 4652_20221101_0_2508_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

fZYDftnRNGwbsNZg            				SL2508				10				MB
i                           				SL2508				11				UB
ZRBpdhPXPBvXAdgu            				SL2508				12				LB
mupIgWwbDYWn                				SL2508				13				MB
Vqv                         				SL2508				14				UB
AsJQUzcpVq                  				SL2508				15				LB
pFQeiCllUYfXULeS            				SL2508				16				MB
WSmONRFoP                   				SL2508				17				UB
hlBRkYtpCfD                 				SL2508				18				SL
ctLwcRqzrZp                 				SL2508				19				SU
wXmLt                       				SL2508				20				LB
kS                          				SL2508				21				MB
kBLrCMNmcGWwt               				SL2508				22				UB
uzWZJDdLvDcaEJIM            				SL2508				23				LB
vs                          				SL2508				24				MB
twnEUvc                     				SL2509				1				LB
SJ                          				SL2509				2				MB
e                           				SL2509				3				UB
Vp                          				SL2509				4				LB
zJ                          				SL2509				5				MB
lPbQ                        				SL2509				6				UB
gQ                          				SL2509				7				SL
tEFyn                       				SL2509				8				SU
ezRMdZpwxWllXMs             				SL2509				9				LB
rmfuD                       				SL2509				10				MB
hubl                        				SL2509				11				UB
pUVza                       				SL2509				12				LB
wMP                         				SL2509				13				MB




PNR Number: 4652_20221101_1_3567_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

igJUzPNmVtpPMg              				AC3567				13				UB
UxD                         				AC3567				14				SL
MbtzTEnUSXtRGX              				AC3567				15				SU
N                           				AC3567				16				LB
Pw                          				AC3567				17				LB
iulnipBj                    				AC3567				18				UB
qwjzBmzVSsgKPlt             				AC3568				1				UB
JJ                          				AC3568				2				SL
LjSEIXMHOUAeAU              				AC3568				3				SU
XEyEGraZqxMlORc             				AC3568				4				LB
FtWvhxUU                    				AC3568				5				LB
pYPGZklNzhoWcw              				AC3568				6				UB




PNR Number: 4652_20221101_1_3569_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YdLqeJqSJtH                 				AC3569				15				SU
VfekSSOxxj                  				AC3569				16				LB
afgLtEzUrpsdIdZ             				AC3569				17				LB
j                           				AC3569				18				UB
EHNOyIM                     				AC3570				1				UB
tSJf                        				AC3570				2				SL
zNrrD                       				AC3570				3				SU
GTAlXTKLuXE                 				AC3570				4				LB
bdBKdCdg                    				AC3570				5				LB
TILDoI                      				AC3570				6				UB
awPCgIrLLLRL                				AC3570				7				UB
YbfXEE                      				AC3570				8				SL
zcoyBMdHSo                  				AC3570				9				SU
QSfbUyqKKduYDCN             				AC3570				10				LB
gPeChjqPkK                  				AC3570				11				LB
RYUEgLnftaiHf               				AC3570				12				UB
H                           				AC3570				13				UB
LDrt                        				AC3570				14				SL
xGSJVQROHkSdHWn             				AC3570				15				SU
ralhmxgdmlsUq               				AC3570				16				LB
nnCECQqIKFf                 				AC3570				17				LB
hchAiRDDjQ                  				AC3570				18				UB
zSTF                        				AC3571				1				UB
gjFatVcLWdA                 				AC3571				2				SL
muC                         				AC3571				3				SU
Eam                         				AC3571				4				LB
KOVsfKn                     				AC3571				5				LB
AyB                         				AC3571				6				UB
xuJyFpmSNL                  				AC3571				7				UB
WXgzyPGvEfYjzrv             				AC3571				8				SL
bZhLPdGij                   				AC3571				9				SU
gYdsDD                      				AC3571				10				LB
aJHqYXtWcFoGJ               				AC3571				11				LB
cuiSUThlbrBB                				AC3571				12				UB
yhHGTPicaAOfs               				AC3571				13				UB
V                           				AC3571				14				SL
mzoFOvUIXoswci              				AC3571				15				SU
go                          				AC3571				16				LB




PNR Number: 4652_20221101_1_3576_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

zmkmR                       				AC3576				6				UB
geEivTERA                   				AC3576				7				UB
Uphs                        				AC3576				8				SL
sTYlDQMVecUbmT              				AC3576				9				SU
tyfpQxgrABKkVDRK            				AC3576				10				LB
FKzJDnQPNC                  				AC3576				11				LB
EAJNACXq                    				AC3576				12				UB
hHpdbFYFK                   				AC3576				13				UB
qrPjkPLrCXvQis              				AC3576				14				SL
PoLACk                      				AC3576				15				SU
cXGIAOsSWe                  				AC3576				16				LB
MESwyDMywRC                 				AC3576				17				LB
AxIfwhzfdqTNQ               				AC3576				18				UB
QBqoe                       				AC3577				1				UB
syRWCQUNu                   				AC3577				2				SL
PwkmMhNOVfMLtwlj            				AC3577				3				SU
QKCaXgF                     				AC3577				4				LB
HkPj                        				AC3577				5				LB
Ys                          				AC3577				6				UB
E                           				AC3577				7				UB
QvYPxxkjjUFuWnj             				AC3577				8				SL
tv                          				AC3577				9				SU
AuzyItYhqtUvoaOE            				AC3577				10				LB
uyUKv                       				AC3577				11				LB
LvtMVIdRFjvOu               				AC3577				12				UB
ZjoFlTzcoAAh                				AC3577				13				UB
Ryjay                       				AC3577				14				SL
KOLMPL                      				AC3577				15				SU
AAm                         				AC3577				16				LB
AaMy                        				AC3577				17				LB
hAvvd                       				AC3577				18				UB
chNdYYoWcDeCIxiA            				AC3578				1				UB
MUEYcSFrV                   				AC3578				2				SL
xaYazrrYn                   				AC3578				3				SU
VWooDLxZFWbClP              				AC3578				4				LB
zmVHsXuZGuaNvdg             				AC3578				5				LB
JoTtkcGsfjdN                				AC3578				6				UB
hFEBvaODLTHwixf             				AC3578				7				UB




PNR Number: 22517_20221101_0_2665_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

VpPJQwWA                    				SL2665				5				MB
DqcVd                       				SL2665				6				UB
HWrayl                      				SL2665				7				SL
uZKqpSFxLY                  				SL2665				8				SU
V                           				SL2665				9				LB
EsBEeHctVOktTxWV            				SL2665				10				MB
ZrzXdLOb                    				SL2665				11				UB
ueRQFmcczy                  				SL2665				12				LB
ZPBWLdBnxLCVKQz             				SL2665				13				MB
sUQXDoV                     				SL2665				14				UB
XybyLxplCbeRP               				SL2665				15				LB
E                           				SL2665				16				MB
Ps                          				SL2665				17				UB
oIXhn                       				SL2665				18				SL
RCbVDzJ                     				SL2665				19				SU




PNR Number: 22517_20221101_1_3571_10				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

qooJpTNBfCJ                 				AC3571				10				LB
ztDqmVORhh                  				AC3571				11				LB
KxhCO                       				AC3571				12				UB
xP                          				AC3571				13				UB
jZRLWtGcyrchxBn             				AC3571				14				SL
QW                          				AC3571				15				SU
Da                          				AC3571				16				LB
XGOR                        				AC3571				17				LB
ogsUkmtjUitCHyQ             				AC3571				18				UB
wibngk                      				AC3572				1				UB
Vope                        				AC3572				2				SL
Oosz                        				AC3572				3				SU
ORRukMz                     				AC3572				4				LB
FwEjHrk                     				AC3572				5				LB
XbUiAkLVSg                  				AC3572				6				UB
NBzJ                        				AC3572				7				UB
Gq                          				AC3572				8				SL
EbWxYFXgEJUA                				AC3572				9				SU
o                           				AC3572				10				LB
kiuz                        				AC3572				11				LB
lxujpKUlLWBwBVvA            				AC3572				12				UB
hlIhTCDfq                   				AC3572				13				UB
VCuBdwvS                    				AC3572				14				SL
U                           				AC3572				15				SU
vGizyWgFtoP                 				AC3572				16				LB
QxOWga                      				AC3572				17				LB
XpywBMMVWQMzw               				AC3572				18				UB
w                           				AC3573				1				UB
IXvypoZh                    				AC3573				2				SL
QspkiYxkCh                  				AC3573				3				SU
gMGXdgidh                   				AC3573				4				LB
lqpJ                        				AC3573				5				LB
YuH                         				AC3573				6				UB
Nzx                         				AC3573				7				UB
fmaXdgZfR                   				AC3573				8				SL
oJZPjJeffiJmFlJB            				AC3573				9				SU
BPu                         				AC3573				10				LB
YgDPr                       				AC3573				11				LB
aBTZap                      				AC3573				12				UB
FauKwozoAMGIiwXf            				AC3573				13				UB




PNR Number: 4652_20221101_1_3609_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

HAqkVse                     				AC3609				9				SU
MPEPYzpOfXdZVqMv            				AC3609				10				LB




PNR Number: 4652_20221101_1_3617_17				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

H                           				AC3617				17				LB
tcreCBppmjuhWKr             				AC3617				18				UB
ovyCJiNIAqu                 				AC3618				1				UB
qJQAWNyUa                   				AC3618				2				SL
xFGhcfcYxwbTdl              				AC3618				3				SU
re                          				AC3618				4				LB
IzgoMxWSIZVBChjo            				AC3618				5				LB
h                           				AC3618				6				UB
oHnURFoblZIxMYl             				AC3618				7				UB
RgdirxWMvbR                 				AC3618				8				SL
U                           				AC3618				9				SU




PNR Number: 22517_20221101_1_3631_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

qaQnuqrYucd                 				AC3631				4				LB
tGSji                       				AC3631				5				LB
IsxT                        				AC3631				6				UB
hojWzPANi                   				AC3631				7				UB
zKyDHHKVCMRVQs              				AC3631				8				SL
AEMHbRxpje                  				AC3631				9				SU
BnfoBEYhKgWMq               				AC3631				10				LB
YFtGwmEsla                  				AC3631				11				LB
XhcB                        				AC3631				12				UB
SUSIM                       				AC3631				13				UB
SrHqXjvmdsd                 				AC3631				14				SL
eIxUPp                      				AC3631				15				SU
ypZgwhMwRrZPXxtB            				AC3631				16				LB
sWuSa                       				AC3631				17				LB
yRJZqP                      				AC3631				18				UB




PNR Number: 4652_20221101_1_3684_12				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

UfmjjAl                     				AC3684				12				UB
wARpBeCGGkp                 				AC3684				13				UB
cHbf                        				AC3684				14				SL
HcLaTwTsIhHQg               				AC3684				15				SU
pbQt                        				AC3684				16				LB
pbDrk                       				AC3684				17				LB
KSlFhnZqJTwAKO              				AC3684				18				UB
vnkZSZbQMMXBuNgM            				AC3685				1				UB
plOjirBL                    				AC3685				2				SL
xnyqi                       				AC3685				3				SU
OjKTDwliVfXiT               				AC3685				4				LB
jrtPRIqkRz                  				AC3685				5				LB
uaRVyTpcrx                  				AC3685				6				UB
McbafFbHVynDnB              				AC3685				7				UB
shiMfEqNNxgfLAQ             				AC3685				8				SL
qiyxehZ                     				AC3685				9				SU
HKQOyRexDVSKuzSd            				AC3685				10				LB
nlyLVaQIqzyvoj              				AC3685				11				LB
JdRkQBjeBJIBwS              				AC3685				12				UB
ewdxR                       				AC3685				13				UB
hpsYZmjqzycRHBz             				AC3685				14				SL
nlRStYMta                   				AC3685				15				SU
cDbJfdBE                    				AC3685				16				LB
pjIbyxkXfmsAskO             				AC3685				17				LB
sPiDSvs                     				AC3685				18				UB
sKJBtyhZrpyc                				AC3686				1				UB
wfqGAte                     				AC3686				2				SL
DeCIK                       				AC3686				3				SU
TlkOjD                      				AC3686				4				LB
WAlgbpdoX                   				AC3686				5				LB
jekVQ                       				AC3686				6				UB
CvdfsjnqOR                  				AC3686				7				UB
w                           				AC3686				8				SL




PNR Number: 4652_20221101_1_3730_12				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

BdkbGRKRctgO                				AC3730				12				UB
NkuwRaoYWAozSUOm            				AC3730				13				UB
hX                          				AC3730				14				SL
zjwAjwfiolRq                				AC3730				15				SU
jDVps                       				AC3730				16				LB
CVajlrwmfv                  				AC3730				17				LB
TJbdVrgQOXXOF               				AC3730				18				UB
tNBmdn                      				AC3731				1				UB
ALABH                       				AC3731				2				SL
sofPhbfL                    				AC3731				3				SU
XMnFYV                      				AC3731				4				LB
lHrWMRkUJps                 				AC3731				5				LB
HT                          				AC3731				6				UB
nKhxyXhqVysTX               				AC3731				7				UB
vfQQiqRAamA                 				AC3731				8				SL
YLVYyqINX                   				AC3731				9				SU




PNR Number: 22517_20221101_0_2795_3				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

qaPbvjkkaCKSRrG             				SL2795				3				UB
ufMEJx                      				SL2795				4				LB
UOaQjDrFqba                 				SL2795				5				MB
KSrtrUKBlJZRQG              				SL2795				6				UB
QVdxVwWqG                   				SL2795				7				SL
WkxwzRpvcteB                				SL2795				8				SU
QGmvaX                      				SL2795				9				LB
Xgb                         				SL2795				10				MB
FgFQmKAd                    				SL2795				11				UB
fEAvblVCpfEdK               				SL2795				12				LB
UckqcKSwe                   				SL2795				13				MB
XFHmPrBbVhNsmr              				SL2795				14				UB
riPrbmEUhcA                 				SL2795				15				LB
RrgqxyCh                    				SL2795				16				MB
KYEUXcXRdPgIA               				SL2795				17				UB
qZ                          				SL2795				18				SL
jZHgpx                      				SL2795				19				SU




PNR Number: 4652_20221101_0_2617_21				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wDNhA                       				SL2617				21				MB
CgkZUbHuR                   				SL2617				22				UB
QN                          				SL2617				23				LB
uMXVbvFg                    				SL2617				24				MB
q                           				SL2618				1				LB
wuwQQtcIdx                  				SL2618				2				MB
Eu                          				SL2618				3				UB
CUyCnONLFYCVxN              				SL2618				4				LB
G                           				SL2618				5				MB
CAwoOlDcJGDZ                				SL2618				6				UB
guLOiQruLfgd                				SL2618				7				SL
vnTARPWTqD                  				SL2618				8				SU
NBjGgZEmBQG                 				SL2618				9				LB
peSbd                       				SL2618				10				MB
CvwiyLy                     				SL2618				11				UB
yQnHAlQLNnrnAp              				SL2618				12				LB
bD                          				SL2618				13				MB
KCgsMK                      				SL2618				14				UB
mrGfioU                     				SL2618				15				LB
hUe                         				SL2618				16				MB
I                           				SL2618				17				UB
x                           				SL2618				18				SL
JBWHjSGOBwFLK               				SL2618				19				SU
MrUZCpOHFSRsrE              				SL2618				20				LB
pqdvtqRfWgDoYh              				SL2618				21				MB
MPao                        				SL2618				22				UB
DWIIhhNvb                   				SL2618				23				LB
twflQGqyMmEfL               				SL2618				24				MB
ZPIfGiGrmUTZ                				SL2619				1				LB
zqZRilqtQZ                  				SL2619				2				MB
HsvfcvEHoyrarHBf            				SL2619				3				UB
fYRqjsgMRcTgb               				SL2619				4				LB
pBpojYcpQXwaCHb             				SL2619				5				MB
hEDPZPDmfCC                 				SL2619				6				UB
wqMocfuDRchPi               				SL2619				7				SL
ROkGdTelvgUpI               				SL2619				8				SU
N                           				SL2619				9				LB




PNR Number: 4652_20221101_1_3768_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

taLB                        				AC3768				15				SU
cwBnRnQ                     				AC3768				16				LB
vUF                         				AC3768				17				LB
BBtVOiIgeWrvySIl            				AC3768				18				UB
CtrTSIzA                    				AC3769				1				UB
fyZ                         				AC3769				2				SL
Sytj                        				AC3769				3				SU
DopBhNdAoqvbR               				AC3769				4				LB
rtCLLpCdQXfCM               				AC3769				5				LB
DhpS                        				AC3769				6				UB
TSxIgkvPPYbowT              				AC3769				7				UB
TcD                         				AC3769				8				SL
rIIYRnGzW                   				AC3769				9				SU
uI                          				AC3769				10				LB
UwerTgoemUOQKr              				AC3769				11				LB
eZ                          				AC3769				12				UB
rbdRCwUe                    				AC3769				13				UB
lMMf                        				AC3769				14				SL
wcQkTgZdlvjUyR              				AC3769				15				SU
fyiuLr                      				AC3769				16				LB
hFFLewRxETHvMkNs            				AC3769				17				LB
bjc                         				AC3769				18				UB
APKFKbQw                    				AC3770				1				UB
yrl                         				AC3770				2				SL
sD                          				AC3770				3				SU




PNR Number: 22517_20221101_0_2823_24				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

p                           				SL2823				24				MB
VgdLLoYARJRoWLl             				SL2824				1				LB
NJOGk                       				SL2824				2				MB
mqYOposMQL                  				SL2824				3				UB
gftI                        				SL2824				4				LB
IiCHhLuGdQKInpyS            				SL2824				5				MB
cguA                        				SL2824				6				UB
qLHCtmmlUXFACtbF            				SL2824				7				SL
SAxFDIigLAfBCHiD            				SL2824				8				SU
VukRyzdgjGeu                				SL2824				9				LB
TJczvjYdXZfopQPo            				SL2824				10				MB
v                           				SL2824				11				UB
YAFJbQE                     				SL2824				12				LB
Ebxa                        				SL2824				13				MB
zDLCIayMlPOWeGr             				SL2824				14				UB
ayHO                        				SL2824				15				LB
NwwsLnvTE                   				SL2824				16				MB
OZc                         				SL2824				17				UB
espkvJfKAhivCJHy            				SL2824				18				SL
BHKBdE                      				SL2824				19				SU
