PNR Number: 22517_20221101_1_2816_1				Train Number :22517				Date of Journey:2022-11-01
PNR Number: 22517_20221101_1_3439_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

fVpBssRZnUXnyT              				AC3439				12				UB
wKZXfel                     				AC3439				13				UB
c                           				AC3439				14				SL
lMmrAAOynSKMY               				AC3439				15				SU
nJrEKLiCQZCLye              				AC3439				16				LB
mjSOpqYVw                   				AC3439				17				LB
INV                         				AC3439				18				UB
eE                          				AC3440				1				UB
XhUzLdCOjh                  				AC3440				2				SL
ZGVXXvERAs                  				AC3440				3				SU
yeSEGEP                     				AC3440				4				LB
AtqcyRYfzxXozckB            				AC3440				5				LB
QWUvYfzwLomrw               				AC3440				6				UB
tJDWYlMQzBWgCK              				AC3440				7				UB
GHMlTIYt                    				AC3440				8				SL
HGFUXvJ                     				AC3440				9				SU
EFmWfurhtNZ                 				AC3440				10				LB
qIWkj                       				AC3440				11				LB
bTr                         				AC3440				12				UB
RCoIHlCE                    				AC3440				13				UB
WCpT                        				AC3440				14				SL
VhkUqjdaeqtl                				AC3440				15				SU
g                           				AC3440				16				LB
ZJUUbNEeW                   				AC3440				17				LB
FHVQedCXwRPoQf              				AC3440				18				UB
RyGoWcXPpEos                				AC3441				1				UB
sesRRBfK                    				AC3441				2				SL
DRFwucTV                    				AC3441				3				SU
uuAMvB                      				AC3441				4				LB
BNXjuC                      				AC3441				5				LB
fyltFrojc                   				AC3441				6				UB
xMRZUCmZRo                  				AC3441				7				UB
xySiadZMEjcDW               				AC3441				8				SL
BAUEmBp                     				AC3441				9				SU
AzUhNbqgIc                  				AC3441				10				LB
xL                          				AC3441				11				LB




PNR Number: 4652_20221101_0_2433_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

dzQCcyhzix                  				SL2433				8				SU
X                           				SL2433				9				LB
NFZtOK                      				SL2433				10				MB
zxYUQhPyvbrpjdm             				SL2433				11				UB
IO                          				SL2433				12				LB
GWXeYmlXqEvMTl              				SL2433				13				MB
BJOi                        				SL2433				14				UB
NJdbWzywAIUm                				SL2433				15				LB
uVkB                        				SL2433				16				MB
jKmX                        				SL2433				17				UB
JzYuqAvUrbMY                				SL2433				18				SL
tDsnYvxZIkz                 				SL2433				19				SU
S                           				SL2433				20				LB
vlbwKLhTFkkCQzDe            				SL2433				21				MB
DcRGP                       				SL2433				22				UB
Klbwfim                     				SL2433				23				LB
JGPnRBBEn                   				SL2433				24				MB
eAbCmMkXSV                  				SL2434				1				LB
aQdsAh                      				SL2434				2				MB
QqGYyFIoq                   				SL2434				3				UB
Fhe                         				SL2434				4				LB
QvVFbFlMC                   				SL2434				5				MB
qTrUEqOxqyhtd               				SL2434				6				UB
hMVI                        				SL2434				7				SL
dWI                         				SL2434				8				SU
tgHwyBWYJ                   				SL2434				9				LB
IfwchHSpDngnAw              				SL2434				10				MB
sRvC                        				SL2434				11				UB
THz                         				SL2434				12				LB
dNlCsCaHeyxqrN              				SL2434				13				MB
BcPjiQYLcqXj                				SL2434				14				UB
vLsBTaGAPhsQmSU             				SL2434				15				LB
ExTARKAAelkq                				SL2434				16				MB
rRu                         				SL2434				17				UB
DhqbF                       				SL2434				18				SL
HNiT                        				SL2434				19				SU
SaAVvlGDuYbOBFK             				SL2434				20				LB
cQ                          				SL2434				21				MB




PNR Number: 4652_20221101_0_2434_22				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

baspSIAfy                   				SL2434				22				UB
ZYRdHKvHgfxLpSg             				SL2434				23				LB
mjAsDjrhFSblN               				SL2434				24				MB
xgywlrJ                     				SL2435				1				LB
HDG                         				SL2435				2				MB
GP                          				SL2435				3				UB
GxYZihvkkyGXwnz             				SL2435				4				LB
wHmJVNAFgbBLqSYd            				SL2435				5				MB
wutIZ                       				SL2435				6				UB
NKhOIQWtCEtK                				SL2435				7				SL
ZkZ                         				SL2435				8				SU
zUjaoHnii                   				SL2435				9				LB
HXMxZIbXDaQra               				SL2435				10				MB
i                           				SL2435				11				UB
VyG                         				SL2435				12				LB
HOk                         				SL2435				13				MB
Bk                          				SL2435				14				UB
OhPllfRboQ                  				SL2435				15				LB
fYouO                       				SL2435				16				MB
SZ                          				SL2435				17				UB
vXEzFWqZq                   				SL2435				18				SL
nAvQaSE                     				SL2435				19				SU
owVSo                       				SL2435				20				LB
emTHeLEQvBr                 				SL2435				21				MB
NpW                         				SL2435				22				UB
o                           				SL2435				23				LB
dyfHvuiNyLAh                				SL2435				24				MB
zQSKmPpuSosUxjYn            				SL2436				1				LB
KCyRmb                      				SL2436				2				MB
tabJzqEd                    				SL2436				3				UB
OLFNzKsOVtB                 				SL2436				4				LB
ZwWCjQDX                    				SL2436				5				MB
QnPY                        				SL2436				6				UB
vcjf                        				SL2436				7				SL
IHAvmEiVkDW                 				SL2436				8				SU
rAzUIgl                     				SL2436				9				LB
ePVtvumqXXXH                				SL2436				10				MB
l                           				SL2436				11				UB




PNR Number: 22517_20221101_1_3468_8				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

SSayi                       				AC3468				8				SL
fnxEx                       				AC3468				9				SU
HiaqIDvIH                   				AC3468				10				LB
y                           				AC3468				11				LB
kVIVl                       				AC3468				12				UB
zrMuYrJmz                   				AC3468				13				UB
rttu                        				AC3468				14				SL
PDprtd                      				AC3468				15				SU
QdtbUEPlaW                  				AC3468				16				LB
vD                          				AC3468				17				LB
bjHaQcwMzxEhMLz             				AC3468				18				UB
loWD                        				AC3469				1				UB
PaZJPh                      				AC3469				2				SL
WhRqbhBXGfktL               				AC3469				3				SU
bbwp                        				AC3469				4				LB
gU                          				AC3469				5				LB
cq                          				AC3469				6				UB
oiZhTjZoUZc                 				AC3469				7				UB
hrEeNyuTcQHEM               				AC3469				8				SL
ciSKZxxPMeiqOw              				AC3469				9				SU
KuomnDuitLeWpcJM            				AC3469				10				LB
zJzUXev                     				AC3469				11				LB
XyrtlAjQEPciUONC            				AC3469				12				UB
AJYpHTuiagK                 				AC3469				13				UB
SrxQgwmdSslFCFox            				AC3469				14				SL
cSU                         				AC3469				15				SU
MLPNBKetKR                  				AC3469				16				LB
QAKiobcSY                   				AC3469				17				LB
OiagXrL                     				AC3469				18				UB
PQOh                        				AC3470				1				UB
OxJlXAeRJpnjWeI             				AC3470				2				SL
YggGIq                      				AC3470				3				SU
MhvxR                       				AC3470				4				LB
PxWvo                       				AC3470				5				LB
VwPp                        				AC3470				6				UB
SEglrfcdgWA                 				AC3470				7				UB




PNR Number: 22517_20221101_0_2599_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

eOfygeWSbexEX               				SL2599				2				MB
dGabq                       				SL2599				3				UB
sQhJqyJAxTpzw               				SL2599				4				LB
F                           				SL2599				5				MB
QrGiwmeTM                   				SL2599				6				UB
jBTkpQnrSeIOKYcE            				SL2599				7				SL
fXTcptDjhvawLbs             				SL2599				8				SU
lKI                         				SL2599				9				LB
X                           				SL2599				10				MB
PjqlHikPrau                 				SL2599				11				UB
So                          				SL2599				12				LB
m                           				SL2599				13				MB
VzG                         				SL2599				14				UB
BF                          				SL2599				15				LB
lHSNkUCgyfHVGI              				SL2599				16				MB
zHSMSeKzY                   				SL2599				17				UB
S                           				SL2599				18				SL
EdBCdgvqeC                  				SL2599				19				SU
AfLUvsDH                    				SL2599				20				LB
EzGOW                       				SL2599				21				MB
vZmBVXiFHGE                 				SL2599				22				UB
euE                         				SL2599				23				LB
UxVzto                      				SL2599				24				MB
DdEtmKbCDUH                 				SL2600				1				LB
bDLVSOagHc                  				SL2600				2				MB
ERvqPhEkYMCyFUw             				SL2600				3				UB
yzbsSFtXRcATTrbh            				SL2600				4				LB
TcbGe                       				SL2600				5				MB
jSYMDGKUrELU                				SL2600				6				UB




PNR Number: 4652_20221101_1_3515_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

riYOCexkRgrXhqbv            				AC3515				9				SU
lvMb                        				AC3515				10				LB
mWn                         				AC3515				11				LB
bndsxA                      				AC3515				12				UB
nz                          				AC3515				13				UB
LpipvTaAG                   				AC3515				14				SL
GMFXAOkpZFiR                				AC3515				15				SU
aWKYdzdX                    				AC3515				16				LB
XRG                         				AC3515				17				LB
zEJfNtsyPJve                				AC3515				18				UB
eSmYig                      				AC3516				1				UB
jCMSeP                      				AC3516				2				SL
TY                          				AC3516				3				SU
hxzOFzEDBGao                				AC3516				4				LB
PKi                         				AC3516				5				LB
ZNkePTSydoDee               				AC3516				6				UB
QevVUPnilStRwI              				AC3516				7				UB
rxwiy                       				AC3516				8				SL
c                           				AC3516				9				SU
NRWj                        				AC3516				10				LB
pcDeUwWJHNSZLXcO            				AC3516				11				LB
fCSuzGeyu                   				AC3516				12				UB
OGO                         				AC3516				13				UB
WpwQJMwrXgA                 				AC3516				14				SL
d                           				AC3516				15				SU
KXQdyIthZjoUAXf             				AC3516				16				LB
RznwZXZaCtQ                 				AC3516				17				LB
N                           				AC3516				18				UB
tEvoZyClMrJ                 				AC3517				1				UB




PNR Number: 22517_20221101_0_2625_18				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ssxWsQWPnwYk                				SL2625				18				SL
iizPikCnQxnvbX              				SL2625				19				SU
VxQkriI                     				SL2625				20				LB
wm                          				SL2625				21				MB
QXMCvOAEB                   				SL2625				22				UB
PpzajuMB                    				SL2625				23				LB
FXrHEYjqfQcWm               				SL2625				24				MB
jZdvGEsCDvlHziV             				SL2626				1				LB
wzQPRqhkAAkiiq              				SL2626				2				MB
Wi                          				SL2626				3				UB
cccZkpzfuhJdcqnW            				SL2626				4				LB
G                           				SL2626				5				MB
ZornuA                      				SL2626				6				UB
hdFOiCwoeQ                  				SL2626				7				SL
AhaXvr                      				SL2626				8				SU
WqDTqlZsn                   				SL2626				9				LB
FhUaZSIdkTr                 				SL2626				10				MB
uxYeeHUZ                    				SL2626				11				UB
aFrWOcqiMRwwXis             				SL2626				12				LB
FmZtca                      				SL2626				13				MB
gkXQJjTDqiXmJas             				SL2626				14				UB
jzRkNfBxqMhPYBF             				SL2626				15				LB
tQ                          				SL2626				16				MB




PNR Number: 4652_20221101_1_3538_14				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

hQjalodr                    				AC3538				14				SL
bIixIMnHoVyt                				AC3538				15				SU
ZTogSxigkqkB                				AC3538				16				LB
Zvgjh                       				AC3538				17				LB
lihFnkg                     				AC3538				18				UB
MJlwiIvqtGXAbi              				AC3539				1				UB
AXxkzF                      				AC3539				2				SL
TTBNhCGiBlyD                				AC3539				3				SU
WW                          				AC3539				4				LB
jprkFJXkUwXXQIb             				AC3539				5				LB
hYpCn                       				AC3539				6				UB
YnzgMR                      				AC3539				7				UB
gqHJHwkIIzj                 				AC3539				8				SL
qwRpHe                      				AC3539				9				SU
whWGxCQZCgrSTn              				AC3539				10				LB
pfHzspEa                    				AC3539				11				LB
nCrnKxgsrZlcnu              				AC3539				12				UB
kRKnHsMBtCeVTAX             				AC3539				13				UB
DJcMk                       				AC3539				14				SL
dHzlHjbvM                   				AC3539				15				SU




PNR Number: 22517_20221101_0_2667_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

qmHjDIToGmdd                				SL2667				5				MB
OgfdAkZXv                   				SL2667				6				UB
XGr                         				SL2667				7				SL
vcoKyuGvMZb                 				SL2667				8				SU
ItfSSfeyYpSWL               				SL2667				9				LB
aonRd                       				SL2667				10				MB
LpDd                        				SL2667				11				UB
gXXvolVgUgRAcD              				SL2667				12				LB
YGGOwDpBPIwrrqu             				SL2667				13				MB
ZZYdtpOao                   				SL2667				14				UB
eyw                         				SL2667				15				LB
FqQwb                       				SL2667				16				MB
MZauIAnyTDuamx              				SL2667				17				UB
GLuCkgxfc                   				SL2667				18				SL
t                           				SL2667				19				SU
j                           				SL2667				20				LB
NTvHnoxPe                   				SL2667				21				MB
OwAILdCd                    				SL2667				22				UB
YpzpfDNEgfJjuz              				SL2667				23				LB
ezMyCtEejefTJ               				SL2667				24				MB
FcYXCoAKCxrmMHsS            				SL2668				1				LB
z                           				SL2668				2				MB
qiSJMUAAzLvo                				SL2668				3				UB
ustdFAyxrN                  				SL2668				4				LB
RXTTpkVNAc                  				SL2668				5				MB
lWeBCyHZejnB                				SL2668				6				UB
olFbSjaovl                  				SL2668				7				SL
IpnlADJo                    				SL2668				8				SU
mZ                          				SL2668				9				LB
kqnEnrqoDkwT                				SL2668				10				MB
rkWRJaZWgfY                 				SL2668				11				UB
IfzVqDH                     				SL2668				12				LB
m                           				SL2668				13				MB
zanRX                       				SL2668				14				UB
ivMPX                       				SL2668				15				LB
AjWyKXq                     				SL2668				16				MB
hQA                         				SL2668				17				UB
snGEzlpINgmU                				SL2668				18				SL




PNR Number: 4652_20221101_0_2527_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

PRggwFh                     				SL2527				10				MB
NVQzXeIDlzDcebuE            				SL2527				11				UB
HYzYkCrTk                   				SL2527				12				LB
tSIeWcApAeNH                				SL2527				13				MB
LJCR                        				SL2527				14				UB
fYEDVdjdgoaQXV              				SL2527				15				LB
iiVMoE                      				SL2527				16				MB
LHBpwXQyLRE                 				SL2527				17				UB
xcCOHQBi                    				SL2527				18				SL




PNR Number: 22517_20221101_1_3600_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

oiCNMfpkWkld                				AC3600				11				LB
aHOnIlwSE                   				AC3600				12				UB
fFtioRM                     				AC3600				13				UB
cXXdBAS                     				AC3600				14				SL
FzHeiOjz                    				AC3600				15				SU
ZkgBPAwos                   				AC3600				16				LB
EHYvzjmCJQp                 				AC3600				17				LB
pAWPqUaHiQmct               				AC3600				18				UB
R                           				AC3601				1				UB
Nbsf                        				AC3601				2				SL
vr                          				AC3601				3				SU
noQHYlmaMXNu                				AC3601				4				LB
KC                          				AC3601				5				LB
fJ                          				AC3601				6				UB
FZvEgSzb                    				AC3601				7				UB
JdFmkieF                    				AC3601				8				SL
LMfiY                       				AC3601				9				SU
MstbrwPTKLTcfn              				AC3601				10				LB
pa                          				AC3601				11				LB
QdiVldDmWLqeBTV             				AC3601				12				UB
kPZ                         				AC3601				13				UB
B                           				AC3601				14				SL
ogsmWa                      				AC3601				15				SU
z                           				AC3601				16				LB
dMu                         				AC3601				17				LB
RqHqtvXTc                   				AC3601				18				UB
tSVnxoU                     				AC3602				1				UB
koKdOXmxTsVoQ               				AC3602				2				SL
cg                          				AC3602				3				SU
W                           				AC3602				4				LB
vVs                         				AC3602				5				LB
kPZvs                       				AC3602				6				UB
TPKcQU                      				AC3602				7				UB




PNR Number: 4652_20221101_1_3629_7				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

mvml                        				AC3629				7				UB
trCy                        				AC3629				8				SL
VgZoxfW                     				AC3629				9				SU
fmiPmZjT                    				AC3629				10				LB
cn                          				AC3629				11				LB
WVKeqQGIZOs                 				AC3629				12				UB
gOaJCaoS                    				AC3629				13				UB
Nxo                         				AC3629				14				SL
ifOgazPpsea                 				AC3629				15				SU
bJPFaDFaqxvXxgo             				AC3629				16				LB
rEL                         				AC3629				17				LB
kwmfppPlUszrKGz             				AC3629				18				UB
x                           				AC3630				1				UB
yxauzGtlzWSnXm              				AC3630				2				SL
YMtgV                       				AC3630				3				SU
SmlCQcKjZOh                 				AC3630				4				LB
kKtfrTjkOEerwCY             				AC3630				5				LB
LozvACczvoUT                				AC3630				6				UB
d                           				AC3630				7				UB
ToSsoAUtgigWr               				AC3630				8				SL
aeWuNNtM                    				AC3630				9				SU
PBVDZr                      				AC3630				10				LB
bdyLTCanvwLR                				AC3630				11				LB
tEFLEzEULIMR                				AC3630				12				UB
bJpbaGqzfgajS               				AC3630				13				UB
g                           				AC3630				14				SL
UTUbXGEchgyY                				AC3630				15				SU
MgMDuPqqCiJmYulT            				AC3630				16				LB
KHoWNmFVPKpFNSd             				AC3630				17				LB




PNR Number: 22517_20221101_0_2722_3				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

KYaiQidYqafHI               				SL2722				3				UB
oTjVOBVcBB                  				SL2722				4				LB
BpoUpElvHuSy                				SL2722				5				MB
BZhRJYqbgnLfjl              				SL2722				6				UB
ajaieN                      				SL2722				7				SL
E                           				SL2722				8				SU
WvyVEosVwzQdvmb             				SL2722				9				LB
BzzYZpjLnt                  				SL2722				10				MB
AieICgFJoKUZD               				SL2722				11				UB
NHUxhZvYmwUTnwRV            				SL2722				12				LB
CyPPAXWaM                   				SL2722				13				MB
DhWOJOKwiBNszbm             				SL2722				14				UB
UwMGoZKKIQQHsc              				SL2722				15				LB
KtDkAwewEXnZe               				SL2722				16				MB




PNR Number: 22517_20221101_1_3634_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

KIuXicJfbxlukHr             				AC3634				4				LB
RcIwVVxbHVi                 				AC3634				5				LB
FpHBJuFPstR                 				AC3634				6				UB
nvRNNMrr                    				AC3634				7				UB
AttTnZaNvhbDrTyM            				AC3634				8				SL
tdlfDX                      				AC3634				9				SU
AxH                         				AC3634				10				LB
RYmr                        				AC3634				11				LB
K                           				AC3634				12				UB
RBYqiOwlpiMpcXo             				AC3634				13				UB
jfnsjKXPbJDqP               				AC3634				14				SL
i                           				AC3634				15				SU
xQ                          				AC3634				16				LB
Ra                          				AC3634				17				LB
NenRUCgzT                   				AC3634				18				UB
obRLfibXnE                  				AC3635				1				UB
cNEBZwsxDcp                 				AC3635				2				SL
RtoInxc                     				AC3635				3				SU
DemvMvX                     				AC3635				4				LB
jPcciKVwl                   				AC3635				5				LB
xtMue                       				AC3635				6				UB
sbZxeOabeXJcW               				AC3635				7				UB
NObMGxk                     				AC3635				8				SL
k                           				AC3635				9				SU
FPgMmcPKxpR                 				AC3635				10				LB
oLzZdZGDuXuAk               				AC3635				11				LB
hGkHAxSKaCl                 				AC3635				12				UB
xTEzNlg                     				AC3635				13				UB
W                           				AC3635				14				SL
feZRSkuf                    				AC3635				15				SU




PNR Number: 22517_20221101_1_3635_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

IONKvi                      				AC3635				16				LB
BGyxWdEZcvOMLau             				AC3635				17				LB
kMRKYNns                    				AC3635				18				UB
AscPHqWsSSLfA               				AC3636				1				UB
EdPxzgzRFCKVyyz             				AC3636				2				SL
THWWTlrxqbuRE               				AC3636				3				SU
TrGxEtGNunRmT               				AC3636				4				LB
yGh                         				AC3636				5				LB
JhjNebYopDlDTqTZ            				AC3636				6				UB
BHMWL                       				AC3636				7				UB
GoRQpxuHKPd                 				AC3636				8				SL
xGx                         				AC3636				9				SU
nsoPaSclzfolsp              				AC3636				10				LB
JiZzB                       				AC3636				11				LB
JrlrqoOoMMoIy               				AC3636				12				UB
iIHYEtdGsCjOyF              				AC3636				13				UB
PykQNCedTwzn                				AC3636				14				SL
VKMFrsyAnboU                				AC3636				15				SU
AkceQSZhtCei                				AC3636				16				LB
G                           				AC3636				17				LB
vhbLrYgkWNOqE               				AC3636				18				UB
gsF                         				AC3637				1				UB
mUSz                        				AC3637				2				SL
vMbVmylhuKLdc               				AC3637				3				SU
RgYtekVf                    				AC3637				4				LB
QYjZmLwJsS                  				AC3637				5				LB
XtUqjVb                     				AC3637				6				UB
KejtykociItyg               				AC3637				7				UB
LyYefBPvkc                  				AC3637				8				SL
uvicn                       				AC3637				9				SU
PNtMdzl                     				AC3637				10				LB
VmRjqPRvbn                  				AC3637				11				LB
KynjGCRgPgN                 				AC3637				12				UB
TkinNS                      				AC3637				13				UB
JCioiMYNQPSPG               				AC3637				14				SL
Ho                          				AC3637				15				SU




PNR Number: 22517_20221101_0_2746_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

lhAVKXQ                     				SL2746				2				MB
XLCLsvrYKxgS                				SL2746				3				UB
nYwicm                      				SL2746				4				LB
btHXNbNQ                    				SL2746				5				MB
cNJJYkOcsNw                 				SL2746				6				UB
lRneROLNuLzTTKNf            				SL2746				7				SL
ReEdGcUH                    				SL2746				8				SU
pU                          				SL2746				9				LB
ePBtiqLpvT                  				SL2746				10				MB
AWMCLDy                     				SL2746				11				UB
Row                         				SL2746				12				LB
Rlf                         				SL2746				13				MB
oAgj                        				SL2746				14				UB
zdOIovjf                    				SL2746				15				LB
nobUZrmKffu                 				SL2746				16				MB
F                           				SL2746				17				UB
OcET                        				SL2746				18				SL
SZSykg                      				SL2746				19				SU
SbYghaYyuXqOuGev            				SL2746				20				LB
sWgvE                       				SL2746				21				MB
opkvG                       				SL2746				22				UB
xLwMFgiwgq                  				SL2746				23				LB
nnSY                        				SL2746				24				MB
vVQTtCMucHdH                				SL2747				1				LB
eyoqoRPWE                   				SL2747				2				MB
IbHUhmztRJkyrdwK            				SL2747				3				UB
nPZOZbEn                    				SL2747				4				LB
YNNrRdfWHQtuzcPm            				SL2747				5				MB
MXGeCwprENAZDCo             				SL2747				6				UB
aWRIkUIpaAM                 				SL2747				7				SL
TCu                         				SL2747				8				SU
HTua                        				SL2747				9				LB
dhZAuWrQZyUTs               				SL2747				10				MB
szYaUvQ                     				SL2747				11				UB
y                           				SL2747				12				LB
EyUJItEV                    				SL2747				13				MB
HtAqa                       				SL2747				14				UB
ecMlqjM                     				SL2747				15				LB
gLjNIWoPgaEEn               				SL2747				16				MB
IwDRix                      				SL2747				17				UB




PNR Number: 4652_20221101_1_3674_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

JCoAllz                     				AC3674				9				SU
BA                          				AC3674				10				LB
CHnPkSDcBZD                 				AC3674				11				LB
ASEjgOdERwe                 				AC3674				12				UB
YvLGe                       				AC3674				13				UB
uvrXkXQkaJ                  				AC3674				14				SL
IhzApIQIwYTh                				AC3674				15				SU
IgggzFGwf                   				AC3674				16				LB
vzQnzI                      				AC3674				17				LB
Cq                          				AC3674				18				UB
DDpZjSqkv                   				AC3675				1				UB
hPXa                        				AC3675				2				SL
WMbOdUhHfrGJkVo             				AC3675				3				SU
bMc                         				AC3675				4				LB
anDGwwe                     				AC3675				5				LB
XunwlyfmswfAOu              				AC3675				6				UB
iu                          				AC3675				7				UB
km                          				AC3675				8				SL
jVmxDIHDUoz                 				AC3675				9				SU
CYKVfiFN                    				AC3675				10				LB
HUBPbNULgcNBAO              				AC3675				11				LB
QGGa                        				AC3675				12				UB
OqKwfsDAsxoXw               				AC3675				13				UB
vsXUuJOyVRhGFt              				AC3675				14				SL
nPzs                        				AC3675				15				SU
SULZkFGnuHo                 				AC3675				16				LB




PNR Number: 22517_20221101_0_2764_21				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

jPydq                       				SL2764				21				MB
bsZrVPkMxwwwTH              				SL2764				22				UB
zDHok                       				SL2764				23				LB
fVoKcIDgBMkVUBMD            				SL2764				24				MB
JeK                         				SL2765				1				LB
VMtGyuQ                     				SL2765				2				MB
Y                           				SL2765				3				UB
H                           				SL2765				4				LB
CaRdfX                      				SL2765				5				MB
uIGrEkx                     				SL2765				6				UB
YboiyaedMDdx                				SL2765				7				SL
wY                          				SL2765				8				SU
qQEJvaUMQJUcW               				SL2765				9				LB
aWv                         				SL2765				10				MB
DserInZkuzqouoOU            				SL2765				11				UB
pqxOxUtyXXszauiX            				SL2765				12				LB
ZiQYTy                      				SL2765				13				MB




PNR Number: 4652_20221101_0_2591_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

MwYWX                       				SL2591				9				LB
CeEROFLqDFgKLXK             				SL2591				10				MB
XJfMYtGWMF                  				SL2591				11				UB
IwUpWjy                     				SL2591				12				LB
NzDXx                       				SL2591				13				MB
LIgXVNGjgRRZfr              				SL2591				14				UB
kUsE                        				SL2591				15				LB
ZIPdTfFD                    				SL2591				16				MB
ljq                         				SL2591				17				UB
VfVqqiLpoAG                 				SL2591				18				SL
JDfICEt                     				SL2591				19				SU
wdgSYfuAk                   				SL2591				20				LB
pjpHGuGQikXlyQZq            				SL2591				21				MB
KMNn                        				SL2591				22				UB
tpxPmurCAwHt                				SL2591				23				LB
sflfhx                      				SL2591				24				MB
PvGikBk                     				SL2592				1				LB
NFXoiHhRHzLgv               				SL2592				2				MB
NCoUrrhJenDTnDe             				SL2592				3				UB
whsGiraTGhsQ                				SL2592				4				LB
boULXPTvW                   				SL2592				5				MB
OsiIPOBZuxgTHbSE            				SL2592				6				UB
glnyuaCiKsRieCTt            				SL2592				7				SL
fHVM                        				SL2592				8				SU
jISQrvjCxPXYu               				SL2592				9				LB
LipkedaTOeylO               				SL2592				10				MB
g                           				SL2592				11				UB
JAdsPbIdltE                 				SL2592				12				LB
PJyfWyPTF                   				SL2592				13				MB
jnyskAEgcidzgWH             				SL2592				14				UB
aeLsxEVfJoquwN              				SL2592				15				LB
yqEcNNzDjA                  				SL2592				16				MB
wXRhtzuXxNyxsxXY            				SL2592				17				UB
lpzggZvumpWc                				SL2592				18				SL




PNR Number: 22517_20221101_1_3668_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

VlLONHTduULx                				AC3668				4				LB
uE                          				AC3668				5				LB
UlSQwpvNtYvIek              				AC3668				6				UB
HQENnua                     				AC3668				7				UB
lUBX                        				AC3668				8				SL
aZePDcWjtfxLN               				AC3668				9				SU
gXSJfWKvOAWaRdqL            				AC3668				10				LB
xLCdubwYMkeOiCBS            				AC3668				11				LB
ckXiVXdAgqSNwYhG            				AC3668				12				UB
sjeWECyAnzW                 				AC3668				13				UB
ejjzLQQc                    				AC3668				14				SL
bsAzjXBnOqJOO               				AC3668				15				SU
MVtNKqCSTYz                 				AC3668				16				LB
mfFzctrYGpWPRL              				AC3668				17				LB
U                           				AC3668				18				UB
XdQKKkMr                    				AC3669				1				UB
jWBI                        				AC3669				2				SL
rrMNUjcIm                   				AC3669				3				SU
eGhksqNXMmnIHDV             				AC3669				4				LB
FWKkLc                      				AC3669				5				LB
BVwFJda                     				AC3669				6				UB
amhcBjjnkN                  				AC3669				7				UB
Mi                          				AC3669				8				SL
zbRTutALLBI                 				AC3669				9				SU
aCkYn                       				AC3669				10				LB
XjTLZcfCopgnBl              				AC3669				11				LB
xHTL                        				AC3669				12				UB
yvpzHGSHldiIdy              				AC3669				13				UB
rAkert                      				AC3669				14				SL
NWeDZUGHH                   				AC3669				15				SU
x                           				AC3669				16				LB
ccU                         				AC3669				17				LB
ANSzppBwxnZijpx             				AC3669				18				UB
H                           				AC3670				1				UB




PNR Number: 4652_20221101_1_3705_17				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

OTHFcBwgqhVmc               				AC3705				17				LB
GSqEdMO                     				AC3705				18				UB
zjSEs                       				AC3706				1				UB
Cvr                         				AC3706				2				SL
tsErZeWaLMRmOW              				AC3706				3				SU
hxDAZuVbeUvgIt              				AC3706				4				LB




PNR Number: 22517_20221101_0_2779_6				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FceeBUliQbWU                				SL2779				6				UB
HlPwRfWYeBdiqg              				SL2779				7				SL
uT                          				SL2779				8				SU
Sv                          				SL2779				9				LB




