PNR Number: 22517_20221101_1_2839_13				Train Number :22517				Date of Journey:2022-11-01
twNSmOI                     				SL2336				16				MB
WZKWuQDx                    				SL2336				17				UB
rLzMFoFkYvapTmiS            				SL2336				18				SL
ayOZmyEzzjUEE               				SL2336				19				SU
Exl                         				SL2336				20				LB
LqxqsdEUUr                  				SL2336				21				MB
RvkCiYnNyhQIz               				SL2336				22				UB
kZoctvte                    				SL2336				23				LB
SvGHQqPAfVOsPldm            				SL2336				24				MB
YxQH                        				SL2337				1				LB
ztltYVgMzZr                 				SL2337				2				MB
pyKIStgJgfzZyNHC            				SL2337				3				UB




PNR Number: 22517_20221101_0_2485_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

JTAxXMhl                    				SL2485				4				LB
ZzHob                       				SL2485				5				MB
xxaMkyDdWFtN                				SL2485				6				UB
TZ                          				SL2485				7				SL
uNQprLx                     				SL2485				8				SU
PXnQM                       				SL2485				9				LB
cwNpxmFWU                   				SL2485				10				MB
QlmLtvFBLavvMYAA            				SL2485				11				UB
euF                         				SL2485				12				LB
pdVclMJbq                   				SL2485				13				MB
OvPAUbTLBEoIauT             				SL2485				14				UB
UIcJeWDjVVhEj               				SL2485				15				LB
NpkxiBXaXdEWJ               				SL2485				16				MB
AlfykvMpeWYbKamH            				SL2485				17				UB
ysXUQ                       				SL2485				18				SL
pS                          				SL2485				19				SU
Y                           				SL2485				20				LB
ijqY                        				SL2485				21				MB
uyOaEPV                     				SL2485				22				UB
aUOBHxGOiEmM                				SL2485				23				LB
ZdTCNxgWkn                  				SL2485				24				MB
NE                          				SL2486				1				LB
NKd                         				SL2486				2				MB
JwkUZRHfMMR                 				SL2486				3				UB
VLndsFXogYJKjqo             				SL2486				4				LB
NbCpThdLg                   				SL2486				5				MB
KRKRoVsS                    				SL2486				6				UB
rMNRSn                      				SL2486				7				SL
qL                          				SL2486				8				SU
bivIKRbYGkVuRe              				SL2486				9				LB
ymTzR                       				SL2486				10				MB
ogxkZzzSAilNPX              				SL2486				11				UB
nUEIgOeIF                   				SL2486				12				LB
OwAhVdrCd                   				SL2486				13				MB
ZwMmZS                      				SL2486				14				UB




PNR Number: 22517_20221101_0_2488_9				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

OxBJlLKg                    				SL2488				9				LB
MIFsozOIki                  				SL2488				10				MB
Lhn                         				SL2488				11				UB
mCJEasLmypEj                				SL2488				12				LB
mVIj                        				SL2488				13				MB
xDtLojbwWmF                 				SL2488				14				UB
PuWGrQ                      				SL2488				15				LB
fkJrdPwENOJrOP              				SL2488				16				MB




PNR Number: 4652_20221101_1_3410_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nzjgfVF                     				AC3410				6				UB
IwuYDuJVC                   				AC3410				7				UB
rlPVFXyxVEHkUzJk            				AC3410				8				SL
VzqPW                       				AC3410				9				SU
EGYvnVTyP                   				AC3410				10				LB
aUhHWbM                     				AC3410				11				LB
jx                          				AC3410				12				UB
Yt                          				AC3410				13				UB
ulZYQg                      				AC3410				14				SL
Iv                          				AC3410				15				SU
NtNgriXaR                   				AC3410				16				LB
LzdxQCYgdYF                 				AC3410				17				LB
WejnWWoNAzGG                				AC3410				18				UB
apLvlQfkncdseYV             				AC3411				1				UB
AK                          				AC3411				2				SL
pUnULjGVcYoSeyV             				AC3411				3				SU
xnK                         				AC3411				4				LB
qgtSgkbMxNEyzA              				AC3411				5				LB
F                           				AC3411				6				UB
fThGIpSmpzmUoZ              				AC3411				7				UB
WrjLm                       				AC3411				8				SL
SZ                          				AC3411				9				SU
GeryhqEmICtPsi              				AC3411				10				LB
y                           				AC3411				11				LB
tCQxd                       				AC3411				12				UB
AAlAZ                       				AC3411				13				UB
oHbeHXh                     				AC3411				14				SL




PNR Number: 4652_20221101_1_3413_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

edFsbwhcbQ                  				AC3413				2				SL
EBnWRrZOrcT                 				AC3413				3				SU
xdjlQ                       				AC3413				4				LB
z                           				AC3413				5				LB
wdA                         				AC3413				6				UB
GGGS                        				AC3413				7				UB
lVcTeUPponRR                				AC3413				8				SL




PNR Number: 22517_20221101_1_3359_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

NQRM                        				AC3359				17				LB
VepRgTeZf                   				AC3359				18				UB
PGJqsVHnCmDL                				AC3360				1				UB
uwOlaUNQt                   				AC3360				2				SL
P                           				AC3360				3				SU
HHGRPQcEYlLn                				AC3360				4				LB
IZJYkzwySgelJ               				AC3360				5				LB
YGHYQyOTitfye               				AC3360				6				UB
oiquvLzcXGtJXHCt            				AC3360				7				UB
kfOtVh                      				AC3360				8				SL
lUyPvaS                     				AC3360				9				SU
zs                          				AC3360				10				LB
IZMHbFhAZdZFu               				AC3360				11				LB
XQBrEfgTg                   				AC3360				12				UB
vcqoCJHzkdFCFWYc            				AC3360				13				UB
hxrnIQGET                   				AC3360				14				SL
jdaBS                       				AC3360				15				SU
rOF                         				AC3360				16				LB
mSQV                        				AC3360				17				LB
u                           				AC3360				18				UB
WFrVRgF                     				AC3361				1				UB
L                           				AC3361				2				SL
IZGNOfcd                    				AC3361				3				SU
CDGcd                       				AC3361				4				LB
zhiCqOf                     				AC3361				5				LB
OfSEomwl                    				AC3361				6				UB
UDhWslrwgdpdZp              				AC3361				7				UB
wTbhjRALqxaYdWp             				AC3361				8				SL
ScgY                        				AC3361				9				SU
xtzqCS                      				AC3361				10				LB
iyIBdC                      				AC3361				11				LB
dqrjcYpD                    				AC3361				12				UB
BepTlGi                     				AC3361				13				UB
BOxibOBEzIFFIyf             				AC3361				14				SL
ZIZyrAuBVfYXBjnz            				AC3361				15				SU
WfosWWJqAnldyi              				AC3361				16				LB
pdRzUHc                     				AC3361				17				LB
rzQOcYjpAfIQ                				AC3361				18				UB
cGQIYoZgJfeoQwP             				AC3362				1				UB
YQuVNqCxCb                  				AC3362				2				SL




PNR Number: 22517_20221101_0_2581_10				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

bAS                         				SL2581				10				MB
ddhFaMjyFmSoWA              				SL2581				11				UB
FFYXANvigqMvg               				SL2581				12				LB
bgzt                        				SL2581				13				MB
UYwj                        				SL2581				14				UB
E                           				SL2581				15				LB
HJSspVBqJlvIYhVh            				SL2581				16				MB
OrAWwMwzAGZze               				SL2581				17				UB
Lpjd                        				SL2581				18				SL
SLKfVq                      				SL2581				19				SU
PvmoI                       				SL2581				20				LB
OguufK                      				SL2581				21				MB
fCAYG                       				SL2581				22				UB
xUfy                        				SL2581				23				LB
p                           				SL2581				24				MB
xraKvGT                     				SL2582				1				LB
jjqFes                      				SL2582				2				MB
dAgBEtIQxFEZzDm             				SL2582				3				UB
w                           				SL2582				4				LB
f                           				SL2582				5				MB
bmiZeRvGqw                  				SL2582				6				UB
ayGPUeCMjyjLhMlk            				SL2582				7				SL
sLSOqUKHbVHz                				SL2582				8				SU




PNR Number: 4652_20221101_0_2437_19				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FTkBsRie                    				SL2437				19				SU
ynrCTNLxuiL                 				SL2437				20				LB
KnQJJ                       				SL2437				21				MB
wnnNMc                      				SL2437				22				UB
GVDBqPrvHVTLvU              				SL2437				23				LB
eLg                         				SL2437				24				MB
ndQzj                       				SL2438				1				LB
cbYfUuyljLLQpyUt            				SL2438				2				MB
Yx                          				SL2438				3				UB
iCnjtdUCNtGHNT              				SL2438				4				LB
ZcOfqQ                      				SL2438				5				MB




PNR Number: 22517_20221101_0_2623_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

pVRjIoVcUVNK                				SL2623				5				MB




PNR Number: 22517_20221101_1_3524_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Vu                          				AC3524				2				SL
TZkxyHXokGah                				AC3524				3				SU
ntKy                        				AC3524				4				LB
pJdTGylETt                  				AC3524				5				LB
U                           				AC3524				6				UB
LSyXtOfzNXeevX              				AC3524				7				UB
StSXCT                      				AC3524				8				SL
VMJWwlAP                    				AC3524				9				SU
tVmMjJizWAOmn               				AC3524				10				LB
wqbgyuD                     				AC3524				11				LB




PNR Number: 4652_20221101_0_2507_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

qYGlnrwKo                   				SL2507				16				MB
ndBeaYQlCECEmdkZ            				SL2507				17				UB
iwiyCJhweuequ               				SL2507				18				SL
TdTAmiy                     				SL2507				19				SU
yCPGjdlxjrmhsyej            				SL2507				20				LB
ybhcob                      				SL2507				21				MB
gmTsWMuaflsuZEz             				SL2507				22				UB
MBTTbPrICe                  				SL2507				23				LB
JpxTAocaMw                  				SL2507				24				MB
Mmxh                        				SL2508				1				LB
GFfFGQeOB                   				SL2508				2				MB
qPNIaKFLgva                 				SL2508				3				UB
sQcNdbcXb                   				SL2508				4				LB
gHBPQq                      				SL2508				5				MB
lYvvyAQjMFXA                				SL2508				6				UB
EZNhkG                      				SL2508				7				SL
SfcLCtIxqEbY                				SL2508				8				SU
UlxQWwjACp                  				SL2508				9				LB




PNR Number: 22517_20221101_1_3616_8				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

SKGCqypFjTooXGb             				AC3616				8				SL
wpiqWlyQqdngNQ              				AC3616				9				SU
snAYKJzxB                   				AC3616				10				LB
EnKsONMUajXK                				AC3616				11				LB
zwruUEeb                    				AC3616				12				UB
NzRJuz                      				AC3616				13				UB
AwyGwTvsucL                 				AC3616				14				SL
iucUpWGO                    				AC3616				15				SU
RvY                         				AC3616				16				LB
TarVXlWA                    				AC3616				17				LB
A                           				AC3616				18				UB
lbiiaoYfIVNY                				AC3617				1				UB
SUJhclmfBlHm                				AC3617				2				SL
I                           				AC3617				3				SU
YBCreYVQdA                  				AC3617				4				LB
kCzK                        				AC3617				5				LB
UHYaeQ                      				AC3617				6				UB
lh                          				AC3617				7				UB
WQ                          				AC3617				8				SL
URnYZe                      				AC3617				9				SU
EXtsUTWwbEZv                				AC3617				10				LB
g                           				AC3617				11				LB
JddHSfxLjqY                 				AC3617				12				UB
mWpaBOJx                    				AC3617				13				UB
cRkPlbRWYkK                 				AC3617				14				SL
uwjBJeAknTJU                				AC3617				15				SU
rIssyome                    				AC3617				16				LB
c                           				AC3617				17				LB
BHUfNOsUoIClRLV             				AC3617				18				UB
PMd                         				AC3618				1				UB
Nwjd                        				AC3618				2				SL
T                           				AC3618				3				SU
CzJPotjqKs                  				AC3618				4				LB
aiULaFeFNBKrb               				AC3618				5				LB
ZUvyjBwBbPDiPMd             				AC3618				6				UB
BAPG                        				AC3618				7				UB
QPgreim                     				AC3618				8				SL
YcIqKRusVsXStBjQ            				AC3618				9				SU
eoi                         				AC3618				10				LB




PNR Number: 4652_20221101_1_3642_14				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

UJLMfwVcnYJoMz              				AC3642				14				SL
XCXPxtMaXKV                 				AC3642				15				SU
jEmEMkcVSMW                 				AC3642				16				LB
UXsmvwTXowLY                				AC3642				17				LB
SFfxOZfpXz                  				AC3642				18				UB
brqstU                      				AC3643				1				UB
WBSAnvKMLqXX                				AC3643				2				SL
EjODG                       				AC3643				3				SU
qisCzenCZhjYjGzy            				AC3643				4				LB
uaIL                        				AC3643				5				LB
PIZ                         				AC3643				6				UB
EIA                         				AC3643				7				UB
VZARpxtAyTZ                 				AC3643				8				SL
wPZ                         				AC3643				9				SU
MtdbTRGqK                   				AC3643				10				LB
BBSgKg                      				AC3643				11				LB
pnENPiYhvfsTsX              				AC3643				12				UB
FftgZgHYUqZTFLI             				AC3643				13				UB
NrJbEVlPtiavEP              				AC3643				14				SL
ykZq                        				AC3643				15				SU
RHhtP                       				AC3643				16				LB
ExkP                        				AC3643				17				LB
TFQDDIqZbiB                 				AC3643				18				UB
REofWshjj                   				AC3644				1				UB
IPRxvqJVJBi                 				AC3644				2				SL
CYLKmwTV                    				AC3644				3				SU
RIvx                        				AC3644				4				LB
rCtNMglyHpHTGuty            				AC3644				5				LB
OIVkZBLzVaGMV               				AC3644				6				UB
vLvzc                       				AC3644				7				UB
PayJnM                      				AC3644				8				SL
J                           				AC3644				9				SU




PNR Number: 4652_20221101_0_2561_5				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

o                           				SL2561				5				MB
RcD                         				SL2561				6				UB
FyHg                        				SL2561				7				SL
MnCZTqygXyT                 				SL2561				8				SU
mCaNZbKeThZzF               				SL2561				9				LB
OFfOVuQTTDrB                				SL2561				10				MB
YRLk                        				SL2561				11				UB
JbhfhfmVp                   				SL2561				12				LB
VmapOSbwNy                  				SL2561				13				MB
y                           				SL2561				14				UB
EIqoaHlDaSRS                				SL2561				15				LB
cdgkcJrlhZeiTeIM            				SL2561				16				MB
N                           				SL2561				17				UB
sHIRgCxrDfFQu               				SL2561				18				SL
PhBxZOoOhAqvmV              				SL2561				19				SU
sEpCMufPhjuCn               				SL2561				20				LB
jxShXuq                     				SL2561				21				MB
teZOmKhOlFFH                				SL2561				22				UB
aJuAYkglszCJ                				SL2561				23				LB
rvzPAtRRSUNycE              				SL2561				24				MB
SqixMnLDLG                  				SL2562				1				LB
gzCehP                      				SL2562				2				MB
NGDtDru                     				SL2562				3				UB
EDIPZ                       				SL2562				4				LB
hhfbAxuMmDYTyX              				SL2562				5				MB
OAMxPXNFW                   				SL2562				6				UB
oznxwmHrtVWRRTti            				SL2562				7				SL
NLWrNeiwpTOQvz              				SL2562				8				SU
zMq                         				SL2562				9				LB
fz                          				SL2562				10				MB
ZrwYkodPLW                  				SL2562				11				UB
cbMkViAGAvYesM              				SL2562				12				LB
ZpoFZmwFZ                   				SL2562				13				MB
tTDyrsXypcX                 				SL2562				14				UB
pEU                         				SL2562				15				LB
OWpIrBllYLaOSE              				SL2562				16				MB
rgqHB                       				SL2562				17				UB
maRgAPyQMCf                 				SL2562				18				SL
aQJMnwRhOdXnHNpz            				SL2562				19				SU
O                           				SL2562				20				LB




PNR Number: 4652_20221101_1_3648_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

jiwZwtgc                    				AC3648				8				SL
wSbm                        				AC3648				9				SU
pGNAy                       				AC3648				10				LB
bKcSEMyjqpKIy               				AC3648				11				LB
feCj                        				AC3648				12				UB
huzhZUz                     				AC3648				13				UB
NQtkYLgaN                   				AC3648				14				SL
xsodvAKNSLzitQ              				AC3648				15				SU
GjCDZLVTQZkYf               				AC3648				16				LB
CtIPFSgclTw                 				AC3648				17				LB
hTRmbi                      				AC3648				18				UB
gYulxme                     				AC3649				1				UB
lvkEuBcLvas                 				AC3649				2				SL
UfuGX                       				AC3649				3				SU
CYugfJw                     				AC3649				4				LB
PgPHzXj                     				AC3649				5				LB
GCfK                        				AC3649				6				UB
shGwNk                      				AC3649				7				UB
HGSkNqgxiRu                 				AC3649				8				SL
kbHvXhfBYKj                 				AC3649				9				SU
rMnJDztgDtjDHSs             				AC3649				10				LB
sPVbtls                     				AC3649				11				LB
rUMKYvoFPgYVwyL             				AC3649				12				UB
gXrQo                       				AC3649				13				UB
RXUYzfXdPxUw                				AC3649				14				SL
Z                           				AC3649				15				SU
VYcfTiJy                    				AC3649				16				LB
lybxr                       				AC3649				17				LB
PUFSPSvATdTmTehx            				AC3649				18				UB
ajZWCRf                     				AC3650				1				UB
qcwWfCEiuQOwF               				AC3650				2				SL




PNR Number: 22517_20221101_0_2736_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

EVLMtZMIte                  				SL2736				17				UB
XAQqemcduPBn                				SL2736				18				SL
prTtgcdF                    				SL2736				19				SU
FuUVXEzdlTPhtufp            				SL2736				20				LB
gcWgSKEhQ                   				SL2736				21				MB
AstSMEdvdeeSul              				SL2736				22				UB
ale                         				SL2736				23				LB
GNORGKzBIHYDex              				SL2736				24				MB
IIFysyYgwQjbfd              				SL2737				1				LB
Ztbtnud                     				SL2737				2				MB
IxFWlLUMKPldWS              				SL2737				3				UB
WJoIrv                      				SL2737				4				LB
WBmnPUswg                   				SL2737				5				MB
lWq                         				SL2737				6				UB
htqepeYzPlqtsNN             				SL2737				7				SL
OJSkUn                      				SL2737				8				SU
seXXVmGPXCIOj               				SL2737				9				LB
NzkJMtcsvtXE                				SL2737				10				MB
eoYjROnUCBOE                				SL2737				11				UB
o                           				SL2737				12				LB
UZgMOmvjEyuwdf              				SL2737				13				MB
PjUjseyHJyNi                				SL2737				14				UB
tLmDl                       				SL2737				15				LB
KiLaAZUQAqbQK               				SL2737				16				MB
wxhaWRHNOZ                  				SL2737				17				UB
yvvfE                       				SL2737				18				SL




PNR Number: 4652_20221101_1_3691_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ldemM                       				AC3691				18				UB
Pdzv                        				AC3692				1				UB
FZowPUHckrCyUeZg            				AC3692				2				SL
fRXyCjL                     				AC3692				3				SU
EW                          				AC3692				4				LB
ow                          				AC3692				5				LB
Rn                          				AC3692				6				UB




PNR Number: 22517_20221101_0_2772_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

NjWLXE                      				SL2772				16				MB
ywejrwqUMmeZXML             				SL2772				17				UB




PNR Number: 4652_20221101_1_3701_12				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

QzpLFkKk                    				AC3701				12				UB
gCVYVACtIcavmVRY            				AC3701				13				UB
iuMTyVAxGKJBf               				AC3701				14				SL
kruEDcLgpXXwrH              				AC3701				15				SU
iFb                         				AC3701				16				LB
hdRetkrULWLsb               				AC3701				17				LB
kuB                         				AC3701				18				UB
RheuFlNJnH                  				AC3702				1				UB
aoVuYNTNOTg                 				AC3702				2				SL
hVvaOledDRNpCI              				AC3702				3				SU
duoPYeeGdhAlSdLB            				AC3702				4				LB
jKnhRhRmcTYZvZOa            				AC3702				5				LB
OgLgAC                      				AC3702				6				UB
iLqKEYbDHkpi                				AC3702				7				UB
hJzCf                       				AC3702				8				SL
LehfeAJ                     				AC3702				9				SU
HxVqBDmgjejjwc              				AC3702				10				LB
bbF                         				AC3702				11				LB
XIF                         				AC3702				12				UB
KzuldHicR                   				AC3702				13				UB
fEdDmBeOztNXJZus            				AC3702				14				SL
UH                          				AC3702				15				SU
dcLIWL                      				AC3702				16				LB
WcWPf                       				AC3702				17				LB
BFGOkYloitEbjLBf            				AC3702				18				UB
huVmhAdMSyGmae              				AC3703				1				UB
vc                          				AC3703				2				SL
nKSnfOPkLpr                 				AC3703				3				SU
BNzlIfECoVvN                				AC3703				4				LB




PNR Number: 4652_20221101_1_3705_3				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

etvHBrWMU                   				AC3705				3				SU




PNR Number: 4652_20221101_0_2599_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nclde                       				SL2599				16				MB
hmqta                       				SL2599				17				UB
wATwoNBJYZ                  				SL2599				18				SL
DIFFg                       				SL2599				19				SU
PaXq                        				SL2599				20				LB
VVuOmTdqubqXW               				SL2599				21				MB
W                           				SL2599				22				UB
MylJLPwswAQ                 				SL2599				23				LB
CUCNQxdNX                   				SL2599				24				MB
USfeBBA                     				SL2600				1				LB
INnwv                       				SL2600				2				MB




PNR Number: 4652_20221101_0_2600_3				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

tc                          				SL2600				3				UB
MxQXKXTf                    				SL2600				4				LB
nPQlnTwbOKDe                				SL2600				5				MB
yAfSfmoyTCGlwU              				SL2600				6				UB
eTsPFqOFb                   				SL2600				7				SL
URGnmdByRba                 				SL2600				8				SU
MqQZUZkbPNLClb              				SL2600				9				LB
uGFSuX                      				SL2600				10				MB
q                           				SL2600				11				UB
tslUkKlJ                    				SL2600				12				LB
GQYLvx                      				SL2600				13				MB
OmiwHKzROw                  				SL2600				14				UB
uCGmGvEvg                   				SL2600				15				LB
OpJtoEC                     				SL2600				16				MB
SqVqFyONH                   				SL2600				17				UB




PNR Number: 22517_20221101_1_3683_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

kXP                         				AC3683				2				SL
NEzIvgD                     				AC3683				3				SU
LRtsPK                      				AC3683				4				LB
EplabFTbKG                  				AC3683				5				LB
hzkQgwwAhTcpv               				AC3683				6				UB
XidiqWSn                    				AC3683				7				UB
unEVXVOLXmCOhrK             				AC3683				8				SL
rOYXnY                      				AC3683				9				SU
NFzbbTTAgjBnIgVh            				AC3683				10				LB
jJPNTDvdTGc                 				AC3683				11				LB
RIVtk                       				AC3683				12				UB
ie                          				AC3683				13				UB
gYNtjTPWzJArQkm             				AC3683				14				SL
zjCUoJCxKXXJ                				AC3683				15				SU




PNR Number: 22517_20221101_0_2786_22				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Ps                          				SL2786				22				UB
TdiMDtiYKc                  				SL2786				23				LB
lukzxrmjYUgwyo              				SL2786				24				MB
gZNOvYZxRoC                 				SL2787				1				LB
ehPvL                       				SL2787				2				MB
WYJqFjYAtLn                 				SL2787				3				UB
VCsfAkrpEiT                 				SL2787				4				LB
tRAMidmkzESPfoA             				SL2787				5				MB
cOTCk                       				SL2787				6				UB
BUNFKkDkcXxV                				SL2787				7				SL
EfrGbaWGeo                  				SL2787				8				SU
zoLdIjsAuWee                				SL2787				9				LB
ldkYwkXF                    				SL2787				10				MB
jFmKXbCzYHAinTYc            				SL2787				11				UB
ld                          				SL2787				12				LB
matArGyEQH                  				SL2787				13				MB
qwjpHkZLUM                  				SL2787				14				UB
taNRlM                      				SL2787				15				LB
viXGZk                      				SL2787				16				MB
O                           				SL2787				17				UB
ogVuMrdKCo                  				SL2787				18				SL
vWflbkbAvFx                 				SL2787				19				SU
SWloAQpD                    				SL2787				20				LB
pSpbgbCSqBgHhefa            				SL2787				21				MB
znrvhdrtykgAfmfF            				SL2787				22				UB
QyXynCsNnp                  				SL2787				23				LB




PNR Number: 4652_20221101_0_2613_21				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

RtYeLooCyGZc                				SL2613				21				MB
TWCUqnb                     				SL2613				22				UB
CHVrKvxGM                   				SL2613				23				LB
cZz                         				SL2613				24				MB
JSsZYZVZAuXhdTN             				SL2614				1				LB
CusSIImtO                   				SL2614				2				MB
CgQUktiHWYX                 				SL2614				3				UB
HPfofhHvUdKRcG              				SL2614				4				LB
sgDwA                       				SL2614				5				MB
wMsjlR                      				SL2614				6				UB
hIcRPAscbWOr                				SL2614				7				SL
HyjxSHV                     				SL2614				8				SU
vQ                          				SL2614				9				LB
mTWFySkoGVi                 				SL2614				10				MB
IrzNBNWeHO                  				SL2614				11				UB
Tv                          				SL2614				12				LB
AjiXx                       				SL2614				13				MB
MBwweXKmAaGxw               				SL2614				14				UB
si                          				SL2614				15				LB
YpmcsotDdMUgrHfy            				SL2614				16				MB
zGwdO                       				SL2614				17				UB
iXuaHx                      				SL2614				18				SL
tAikbN                      				SL2614				19				SU




PNR Number: 22517_20221101_1_3708_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

BEtZ                        				AC3708				14				SL
TnFmbAW                     				AC3708				15				SU
wGqYOHm                     				AC3708				16				LB
Tjx                         				AC3708				17				LB
BfTXy                       				AC3708				18				UB
JPpEyXNN                    				AC3709				1				UB
CDYYdBSirKT                 				AC3709				2				SL
TELdPR                      				AC3709				3				SU
qW                          				AC3709				4				LB
FqGYJnlKWnylBQ              				AC3709				5				LB
TWmaTGbONHWz                				AC3709				6				UB
wz                          				AC3709				7				UB
pEejRioadiNWjrH             				AC3709				8				SL
pZmBvDeX                    				AC3709				9				SU
bV                          				AC3709				10				LB
jD                          				AC3709				11				LB
UpnSzVKEz                   				AC3709				12				UB
sVAqhIlsUc                  				AC3709				13				UB
vTHDZPWDECgv                				AC3709				14				SL




PNR Number: 22517_20221101_1_3729_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

avQjIzDRJb                  				AC3729				4				LB
AXDAvsrvQ                   				AC3729				5				LB
EsrroSYBpMeNt               				AC3729				6				UB
ehnaJthEDYvrAvQ             				AC3729				7				UB
T                           				AC3729				8				SL
zJ                          				AC3729				9				SU
sutXFXQL                    				AC3729				10				LB
zA                          				AC3729				11				LB
WraZaJ                      				AC3729				12				UB




PNR Number: 22517_20221101_0_2818_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FYfujT                      				SL2818				17				UB
xRWb                        				SL2818				18				SL
jBNMCuVQGeaTqet             				SL2818				19				SU
NmYnZY                      				SL2818				20				LB
IZNxHzmJvEf                 				SL2818				21				MB
sQrqhpHMcWiMBDp             				SL2818				22				UB
DIXQdcZKSiSUqDU             				SL2818				23				LB
dbuR                        				SL2818				24				MB
NMvPiySiMtZeRIZa            				SL2819				1				LB
vDvWIwyI                    				SL2819				2				MB
ltgZqfbGcxvMvq              				SL2819				3				UB
rCndKKNR                    				SL2819				4				LB
sEch                        				SL2819				5				MB
pB                          				SL2819				6				UB
UQEMqub                     				SL2819				7				SL
eshEsXslX                   				SL2819				8				SU
tMo                         				SL2819				9				LB
uKHMKNzdOEvLy               				SL2819				10				MB
oQza                        				SL2819				11				UB
HIhBqgZhg                   				SL2819				12				LB
HmSnWzxSqEo                 				SL2819				13				MB
NkOYAmbwKkEFgm              				SL2819				14				UB
PMWjdqgtPmRRITeC            				SL2819				15				LB
nHBNqareucUzKafZ            				SL2819				16				MB
GTDGbMOwYdyJlO              				SL2819				17				UB
AMbzUQNhOeKQQj              				SL2819				18				SL
MxRRlldavJ                  				SL2819				19				SU
odRhCoigv                   				SL2819				20				LB
UHOMmdTmquPDY               				SL2819				21				MB




PNR Number: 22517_20221101_1_3747_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

PFwBxfdoKx                  				AC3747				14				SL




PNR Number: 22517_20221101_1_3787_9				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

TmHzOQmtO                   				AC3787				9				SU
UOnqLG                      				AC3787				10				LB
j                           				AC3787				11				LB
VdFrGiBOpAM                 				AC3787				12				UB
pd                          				AC3787				13				UB
tNicUkXFRKiyl               				AC3787				14				SL
ikHJFiz                     				AC3787				15				SU
XZUEZ                       				AC3787				16				LB
gBEk                        				AC3787				17				LB
K                           				AC3787				18				UB
qYAQ                        				AC3788				1				UB
twUHraQRXPUsQH              				AC3788				2				SL
pEhyjPZtx                   				AC3788				3				SU
ddfyYiNzANMZgg              				AC3788				4				LB
KPGfGSrtwsZzhuX             				AC3788				5				LB
hGc                         				AC3788				6				UB
gmsrfntnaS                  				AC3788				7				UB
yTpHqZyGR                   				AC3788				8				SL
RtuLJ                       				AC3788				9				SU
kwR                         				AC3788				10				LB
jibqfBNIJUcnDwK             				AC3788				11				LB
lRcR                        				AC3788				12				UB
Dk                          				AC3788				13				UB
wS                          				AC3788				14				SL
RZeRNHpXJYjLolsU            				AC3788				15				SU
tE                          				AC3788				16				LB
