PNR Number: 4652_20221101_1_2910_6				Train Number :4652				Date of Journey:2022-11-01
UKeuUBreIvdqkB              				AC3528				18				UB
SvnxONwKSlPW                				AC3529				1				UB
jTgTomk                     				AC3529				2				SL
jNCVsyrydJoFuWBY            				AC3529				3				SU
sUrwkdlqTgKDZ               				AC3529				4				LB
UtpcjFdkqtEXdz              				AC3529				5				LB
NmXcOBcH                    				AC3529				6				UB
IUDJY                       				AC3529				7				UB
mknCAjcP                    				AC3529				8				SL
NVZjN                       				AC3529				9				SU
pSwxyzJqXGY                 				AC3529				10				LB
qWJyigeqYxYupsud            				AC3529				11				LB
QAOD                        				AC3529				12				UB
rSZhgCUh                    				AC3529				13				UB
JUjlrZs                     				AC3529				14				SL
wDADTGSi                    				AC3529				15				SU
lqvmtpyAG                   				AC3529				16				LB
zSxas                       				AC3529				17				LB
i                           				AC3529				18				UB
yAyxpeEzcKiU                				AC3530				1				UB
wtRvdyT                     				AC3530				2				SL
cotYHLXNRaOeU               				AC3530				3				SU
DJmBCuX                     				AC3530				4				LB
ZNfCA                       				AC3530				5				LB
GkIUhjccfMhyREdo            				AC3530				6				UB
TtlcaSbgQnJ                 				AC3530				7				UB




PNR Number: 22517_20221101_0_2624_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

yhbyDAzStO                  				SL2624				2				MB
aTgwRYVGOlo                 				SL2624				3				UB
AcGkDsjHhxPKFF              				SL2624				4				LB
cEtkbndl                    				SL2624				5				MB
PqRJxBtlpIESw               				SL2624				6				UB
ggDeEok                     				SL2624				7				SL
HtGaSVCrnEMf                				SL2624				8				SU
yh                          				SL2624				9				LB
lMsSa                       				SL2624				10				MB
YU                          				SL2624				11				UB
O                           				SL2624				12				LB
bsnyLnWBWVasL               				SL2624				13				MB
MDVtNSjMqGMBIZiH            				SL2624				14				UB
lunpRdCbRmw                 				SL2624				15				LB
qNjXWLmDVEbexm              				SL2624				16				MB
xoGWFmTcC                   				SL2624				17				UB
RYIPWNNXO                   				SL2624				18				SL
UqUZKFAFbGMCLQWy            				SL2624				19				SU
xtlBwhyqKj                  				SL2624				20				LB
WJ                          				SL2624				21				MB
VpWKyjvL                    				SL2624				22				UB
MTadqLRvFW                  				SL2624				23				LB
lFpYMNKaTs                  				SL2624				24				MB
ALkMeIi                     				SL2625				1				LB
hdzLKd                      				SL2625				2				MB
jZFmYEEXflLJ                				SL2625				3				UB
MTVcHwcQWplfDmK             				SL2625				4				LB
yabkw                       				SL2625				5				MB




PNR Number: 4652_20221101_0_2493_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

UVMPQlfMgwPEGnCS            				SL2493				18				SL
rjAKB                       				SL2493				19				SU
emEOBNFA                    				SL2493				20				LB
Zq                          				SL2493				21				MB
lHRznqdupnbukT              				SL2493				22				UB
ceuiYCsG                    				SL2493				23				LB
BWuQjljT                    				SL2493				24				MB
WnQUIMOSFvQAxgA             				SL2494				1				LB
CZDPwNAeTuOPL               				SL2494				2				MB
otJ                         				SL2494				3				UB
aElKR                       				SL2494				4				LB
LTyezVFQsdnCGpz             				SL2494				5				MB
nIUUpIfOTq                  				SL2494				6				UB
MM                          				SL2494				7				SL
KPdgJCWRU                   				SL2494				8				SU
Xhk                         				SL2494				9				LB
SIKpD                       				SL2494				10				MB
MZBeVUKRGIf                 				SL2494				11				UB
frYdsTNRDYuM                				SL2494				12				LB
CA                          				SL2494				13				MB
SlzdnsOPkIGTkE              				SL2494				14				UB
CTMtpZfAfuut                				SL2494				15				LB
IW                          				SL2494				16				MB
MsJfTVj                     				SL2494				17				UB
ljoFnKbPouiADF              				SL2494				18				SL
qNMYJL                      				SL2494				19				SU
dqvVIyIvlvGYpu              				SL2494				20				LB
wcFV                        				SL2494				21				MB
KTVsYVKrXrGCE               				SL2494				22				UB
nqMFvNqHx                   				SL2494				23				LB
q                           				SL2494				24				MB
fogDWVlRMVfjm               				SL2495				1				LB
YAkipNURyZgcHdc             				SL2495				2				MB
fNVGyEX                     				SL2495				3				UB




PNR Number: 22517_20221101_1_3533_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

QQfOsoNjys                  				AC3533				11				LB
SahhAkS                     				AC3533				12				UB
XjXZffWZxhCgwR              				AC3533				13				UB
ukpsbkJGQQDn                				AC3533				14				SL
Yw                          				AC3533				15				SU
l                           				AC3533				16				LB
RzuvVZWES                   				AC3533				17				LB
NVUwABBZ                    				AC3533				18				UB
zytZR                       				AC3534				1				UB
TxGbGR                      				AC3534				2				SL
OWamPhhJcVbpjw              				AC3534				3				SU
PCRhjPJccNDl                				AC3534				4				LB
eoMpmdpAYmPEpTQ             				AC3534				5				LB
OeIhHfaQkXmpT               				AC3534				6				UB
bHqEHQQjIe                  				AC3534				7				UB
MWEUSLLyGe                  				AC3534				8				SL
Rok                         				AC3534				9				SU
WdqsbpYll                   				AC3534				10				LB
OIIjIMLumHptWH              				AC3534				11				LB
vOuucRjOJZMB                				AC3534				12				UB
MoqGOmQXZo                  				AC3534				13				UB
ZDrgeovNq                   				AC3534				14				SL
stNjfWhj                    				AC3534				15				SU
X                           				AC3534				16				LB
lu                          				AC3534				17				LB
QEgVDrjn                    				AC3534				18				UB
DBqHjhl                     				AC3535				1				UB
xMKv                        				AC3535				2				SL
qGLVh                       				AC3535				3				SU
HrIqGHFMxziJ                				AC3535				4				LB




PNR Number: 4652_20221101_0_2510_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

cksMaMq                     				SL2510				9				LB
HHWoNovRVaji                				SL2510				10				MB
CpvRm                       				SL2510				11				UB
dxBxMfHu                    				SL2510				12				LB
SKyJiIgLNGysPo              				SL2510				13				MB
gtTKdoqWEzNqDg              				SL2510				14				UB
f                           				SL2510				15				LB
ZezSIahzQiuUpBy             				SL2510				16				MB
jmLHUPjMVjS                 				SL2510				17				UB
GenzHZEbugBhRHO             				SL2510				18				SL
D                           				SL2510				19				SU
S                           				SL2510				20				LB
oMBiaVgEloILRKKJ            				SL2510				21				MB
fEVZRDWmYqbfKyy             				SL2510				22				UB
kUyn                        				SL2510				23				LB
qqnKbenjwMvJgRC             				SL2510				24				MB
AjSvD                       				SL2511				1				LB




PNR Number: 22517_20221101_0_2658_8				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

athsHSMmjT                  				SL2658				8				SU
mxIxZVZFLTVdHiWM            				SL2658				9				LB
uAuVMs                      				SL2658				10				MB
oEmksIkZaDOl                				SL2658				11				UB
tCpC                        				SL2658				12				LB
vGe                         				SL2658				13				MB
CRlfIOiGQTRfemh             				SL2658				14				UB
Vscm                        				SL2658				15				LB
LdDHSJzoA                   				SL2658				16				MB
M                           				SL2658				17				UB
UirYvprAWox                 				SL2658				18				SL
FG                          				SL2658				19				SU
igRxcK                      				SL2658				20				LB
QEZefInaHpmt                				SL2658				21				MB
lUNGkm                      				SL2658				22				UB
iljhnNMsXSxEpfhk            				SL2658				23				LB
TSkgNYRlybQdF               				SL2658				24				MB
bsqKEJK                     				SL2659				1				LB
Ed                          				SL2659				2				MB
CuCiOfVRTXP                 				SL2659				3				UB
VoXGKtyGJHI                 				SL2659				4				LB
sgPLn                       				SL2659				5				MB
ocPmjAIDQ                   				SL2659				6				UB
siwKQvU                     				SL2659				7				SL
DMlL                        				SL2659				8				SU
aMztARAO                    				SL2659				9				LB
ejgRcRGd                    				SL2659				10				MB
FuPm                        				SL2659				11				UB
XrvnG                       				SL2659				12				LB
OnQZlQXVV                   				SL2659				13				MB
TrOqJxcPQA                  				SL2659				14				UB
qcVNOeQC                    				SL2659				15				LB
MvfSAVK                     				SL2659				16				MB
zuX                         				SL2659				17				UB
IkpwoKnEnQI                 				SL2659				18				SL
yYl                         				SL2659				19				SU
AXm                         				SL2659				20				LB
BYPMs                       				SL2659				21				MB




PNR Number: 4652_20221101_0_2515_17				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

HEuD                        				SL2515				17				UB
wMvTOeodcDZ                 				SL2515				18				SL
qhXyIALU                    				SL2515				19				SU
mwTzOek                     				SL2515				20				LB
eWqhtUsQqISA                				SL2515				21				MB
yFeba                       				SL2515				22				UB
D                           				SL2515				23				LB
IlUYbuRwReAvcnAV            				SL2515				24				MB
PuoinXzndTQEnN              				SL2516				1				LB
UDP                         				SL2516				2				MB
qPSZpRl                     				SL2516				3				UB
FDZyV                       				SL2516				4				LB
xCfsOWltUaciRL              				SL2516				5				MB
HfMbNy                      				SL2516				6				UB
bskBI                       				SL2516				7				SL
hq                          				SL2516				8				SU
gdyhjr                      				SL2516				9				LB
BTiOzERvbwwr                				SL2516				10				MB
SZyASQfAtyYRRtY             				SL2516				11				UB
LUKlDnlTalX                 				SL2516				12				LB
FmkJFRudcT                  				SL2516				13				MB
ASXHs                       				SL2516				14				UB
EQCFeqcBqngGt               				SL2516				15				LB
ivzzuJykTuQF                				SL2516				16				MB
aESiNnAyaQl                 				SL2516				17				UB
SrzMOKCQ                    				SL2516				18				SL
dNvTHqMFJXrsRElP            				SL2516				19				SU
YyfXD                       				SL2516				20				LB
MWgtKxmXTtzoQA              				SL2516				21				MB
khg                         				SL2516				22				UB
PGQavtM                     				SL2516				23				LB
ZodWz                       				SL2516				24				MB
LLKejZW                     				SL2517				1				LB
ODBnkpCDLnaf                				SL2517				2				MB
NdhK                        				SL2517				3				UB
UiUa                        				SL2517				4				LB




PNR Number: 22517_20221101_0_2691_15				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

AiKJfL                      				SL2691				15				LB
FSYYrl                      				SL2691				16				MB
VJjCQvHPjKwrh               				SL2691				17				UB
RLQaBkeD                    				SL2691				18				SL
tqMlwmuxqQ                  				SL2691				19				SU
YcNehRVSRbNZ                				SL2691				20				LB
fiSDz                       				SL2691				21				MB
FN                          				SL2691				22				UB
DhxTd                       				SL2691				23				LB
UDUVGPpjxUUbs               				SL2691				24				MB




PNR Number: 4652_20221101_1_3609_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

yEujCTATqGJuRca             				AC3609				4				LB
awxRAvWAKF                  				AC3609				5				LB
EElMwMBUAWrZLl              				AC3609				6				UB
Bp                          				AC3609				7				UB
wbEjOYc                     				AC3609				8				SL




PNR Number: 4652_20221101_1_3611_14				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

o                           				AC3611				14				SL
PcgyvEWBvMQ                 				AC3611				15				SU
weKuuvDwyQn                 				AC3611				16				LB
ZeV                         				AC3611				17				LB
rNoB                        				AC3611				18				UB
VnFUO                       				AC3612				1				UB
ksekBklVhkbcY               				AC3612				2				SL
LAIMUGAeOC                  				AC3612				3				SU
cFjjPn                      				AC3612				4				LB
KhEB                        				AC3612				5				LB
aYoERPrYJFMK                				AC3612				6				UB
chVqIRFFrk                  				AC3612				7				UB
PMKQIsn                     				AC3612				8				SL
GPbjvkgEDljRTR              				AC3612				9				SU
xt                          				AC3612				10				LB




PNR Number: 22517_20221101_0_2709_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YegJdidzwRpfEbem            				SL2709				1				LB
CFkGNPYxSrbG                				SL2709				2				MB
hIgTD                       				SL2709				3				UB
QwY                         				SL2709				4				LB
ktdWRkGVTohZkaZ             				SL2709				5				MB
Lu                          				SL2709				6				UB
AEjxwh                      				SL2709				7				SL
XymaEMYvofatoNj             				SL2709				8				SU
Qfsx                        				SL2709				9				LB
LvXpBOEeeFG                 				SL2709				10				MB
jOJfEsQ                     				SL2709				11				UB
fsiLkFgNLcHcdYIH            				SL2709				12				LB
pGJGRCXMm                   				SL2709				13				MB
BEj                         				SL2709				14				UB
KtB                         				SL2709				15				LB
QOfMtUyK                    				SL2709				16				MB
KjKn                        				SL2709				17				UB
CfZzjspJRFvz                				SL2709				18				SL
AtI                         				SL2709				19				SU
m                           				SL2709				20				LB
vBbfjZJwai                  				SL2709				21				MB
xVnEhwxbADKqJo              				SL2709				22				UB
otrMtcIOjRZIRlF             				SL2709				23				LB
IKrkOsa                     				SL2709				24				MB
zYF                         				SL2710				1				LB
KrxXh                       				SL2710				2				MB
pDaWPmWiAR                  				SL2710				3				UB
F                           				SL2710				4				LB
juIRzH                      				SL2710				5				MB
xGxUKdpEatvBvdWg            				SL2710				6				UB
YN                          				SL2710				7				SL
cAYHmHCMkss                 				SL2710				8				SU




PNR Number: 22517_20221101_1_3632_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

GuaKihDFYhmE                				AC3632				1				UB
ZdUsvJONwPox                				AC3632				2				SL
MWhFZNe                     				AC3632				3				SU
KcPxCMNMW                   				AC3632				4				LB
hMgDCnpqFeyo                				AC3632				5				LB
JVBcL                       				AC3632				6				UB
zLgxTlqnJIB                 				AC3632				7				UB
tKlupl                      				AC3632				8				SL
V                           				AC3632				9				SU
HbnoTdQWQq                  				AC3632				10				LB
NulL                        				AC3632				11				LB
xiLsf                       				AC3632				12				UB
HK                          				AC3632				13				UB
MubLLKBOXGc                 				AC3632				14				SL
dwff                        				AC3632				15				SU
qwlqpMeGdJnt                				AC3632				16				LB
JflNfgkTaAdMu               				AC3632				17				LB
xlbcavzZ                    				AC3632				18				UB
JzVzmQEpWEbzaoWD            				AC3633				1				UB
WBrKEATJmyCWsEmZ            				AC3633				2				SL
gCWRxlxcO                   				AC3633				3				SU
g                           				AC3633				4				LB




PNR Number: 4652_20221101_0_2569_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

rhLO                        				SL2569				6				UB
FnNHBeRRyPox                				SL2569				7				SL




PNR Number: 4652_20221101_1_3683_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

H                           				AC3683				13				UB
MkIpUKrLQacQJO              				AC3683				14				SL
zFN                         				AC3683				15				SU
iQcYGZkYycyfqR              				AC3683				16				LB
sFryrUMoL                   				AC3683				17				LB
hV                          				AC3683				18				UB
LrVorHICq                   				AC3684				1				UB
QjYbRYWHkNY                 				AC3684				2				SL
brEAeKOoHUYwi               				AC3684				3				SU
wSvXFCu                     				AC3684				4				LB
jTfERurdOIw                 				AC3684				5				LB
AOlBjdcWL                   				AC3684				6				UB
QL                          				AC3684				7				UB
R                           				AC3684				8				SL
xtnbBtKsl                   				AC3684				9				SU
lbOXq                       				AC3684				10				LB
vYM                         				AC3684				11				LB




PNR Number: 4652_20221101_0_2585_24				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

cvlFUAfoezeZ                				SL2585				24				MB
HNIl                        				SL2586				1				LB
yucphkWE                    				SL2586				2				MB
LSc                         				SL2586				3				UB
DMnscEPhbSBQZaD             				SL2586				4				LB
LJ                          				SL2586				5				MB
QyR                         				SL2586				6				UB
oILQH                       				SL2586				7				SL
KQiWxz                      				SL2586				8				SU
UzJcACaqfSG                 				SL2586				9				LB
OLZks                       				SL2586				10				MB
YETSA                       				SL2586				11				UB
Lmk                         				SL2586				12				LB
AdQdobdB                    				SL2586				13				MB
a                           				SL2586				14				UB
BGOjCdBlWq                  				SL2586				15				LB
ob                          				SL2586				16				MB
lOUlSeL                     				SL2586				17				UB
G                           				SL2586				18				SL
EwmuBtslVl                  				SL2586				19				SU
UyMHDsGAvSK                 				SL2586				20				LB
zV                          				SL2586				21				MB
ppdDdABVOCS                 				SL2586				22				UB
AhHBqnATtiDsDjS             				SL2586				23				LB
ql                          				SL2586				24				MB
CXqTSGuxLnYdebX             				SL2587				1				LB
R                           				SL2587				2				MB
TQEnXGC                     				SL2587				3				UB
wp                          				SL2587				4				LB
wNrIrNSfKbVUOWQ             				SL2587				5				MB
NulfGgvoNfYg                				SL2587				6				UB
HvVBVNN                     				SL2587				7				SL
MJBXMAdhrZa                 				SL2587				8				SU




PNR Number: 4652_20221101_0_2587_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

DIvqB                       				SL2587				9				LB
uljLaKp                     				SL2587				10				MB
SLpRdWRpue                  				SL2587				11				UB
oqVueuQPvSJhUeH             				SL2587				12				LB
AS                          				SL2587				13				MB




PNR Number: 4652_20221101_1_3699_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Dzs                         				AC3699				18				UB
uLCTaUDogE                  				AC3700				1				UB
tjwdqcHZ                    				AC3700				2				SL
Xpl                         				AC3700				3				SU
azZCyProomX                 				AC3700				4				LB
jnzSRWkTTAYe                				AC3700				5				LB
YaNsMQoMQV                  				AC3700				6				UB
UaNGNwrcoKj                 				AC3700				7				UB
DSlD                        				AC3700				8				SL
X                           				AC3700				9				SU
yTozkXw                     				AC3700				10				LB
UtWr                        				AC3700				11				LB
JoOMGVaL                    				AC3700				12				UB
wIcGunlOX                   				AC3700				13				UB
LwMcAWzOe                   				AC3700				14				SL
nPQjrSYQbe                  				AC3700				15				SU
pKl                         				AC3700				16				LB
ofbhRFtzK                   				AC3700				17				LB
ZOggsKswONSTLS              				AC3700				18				UB
eMKyWhvvrqryJakG            				AC3701				1				UB
vjLlBOOEyU                  				AC3701				2				SL
ntlNweOnASyLLOt             				AC3701				3				SU
oM                          				AC3701				4				LB
DWwkaNRZ                    				AC3701				5				LB
xUtJR                       				AC3701				6				UB
oNxyb                       				AC3701				7				UB
RUsMlit                     				AC3701				8				SL
oLcb                        				AC3701				9				SU
Nj                          				AC3701				10				LB
IKqgkzGii                   				AC3701				11				LB




PNR Number: 22517_20221101_0_2777_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

oEFcIC                      				SL2777				7				SL




PNR Number: 4652_20221101_0_2604_7				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

pucAFFMKFRUXG               				SL2604				7				SL
IDCCPUYtULzj                				SL2604				8				SU
LCAUFKA                     				SL2604				9				LB
VCw                         				SL2604				10				MB
NDXcHpVf                    				SL2604				11				UB
jhceOeEdi                   				SL2604				12				LB
RhyzZIS                     				SL2604				13				MB
LPYfmzn                     				SL2604				14				UB
pxbbGaMxQxQZa               				SL2604				15				LB
s                           				SL2604				16				MB
oNiLtAG                     				SL2604				17				UB
YspA                        				SL2604				18				SL
yqEr                        				SL2604				19				SU
ZiDP                        				SL2604				20				LB
VAKZPtaEGDRYlFj             				SL2604				21				MB
OlTNGWUF                    				SL2604				22				UB
GOhrtf                      				SL2604				23				LB
iDkoD                       				SL2604				24				MB
LCEyyEPHLgqEvIm             				SL2605				1				LB
oV                          				SL2605				2				MB
bOQhzxTX                    				SL2605				3				UB
g                           				SL2605				4				LB
mT                          				SL2605				5				MB
kue                         				SL2605				6				UB
niVzV                       				SL2605				7				SL
wRIYZaQNVOGdm               				SL2605				8				SU
EEySRRQBaL                  				SL2605				9				LB
JvmNdC                      				SL2605				10				MB
jptT                        				SL2605				11				UB
baJUSiZmUsa                 				SL2605				12				LB




PNR Number: 22517_20221101_1_3732_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

kZfoHCKrHfcVrleu            				AC3732				13				UB
UkAKerZxN                   				AC3732				14				SL
RUHcHbvhPZP                 				AC3732				15				SU
jkgNOpNrPlGQYJRE            				AC3732				16				LB
NFRnhnOmfvGspxBv            				AC3732				17				LB
fjTZvk                      				AC3732				18				UB
hxWlMWMbJvMgfR              				AC3733				1				UB
zcFSofe                     				AC3733				2				SL
Y                           				AC3733				3				SU
ycJiWHdad                   				AC3733				4				LB
sPuiGi                      				AC3733				5				LB
vpmd                        				AC3733				6				UB
vEQr                        				AC3733				7				UB
UlPnOylfye                  				AC3733				8				SL
KHIMV                       				AC3733				9				SU
wyO                         				AC3733				10				LB
ikjtCLgqLfKN                				AC3733				11				LB
YBsginOyLrUtfxd             				AC3733				12				UB
cIIpAsCKnRRLz               				AC3733				13				UB
gZcWKxpUMTaGZl              				AC3733				14				SL
NUMdhzypzHrP                				AC3733				15				SU
nNm                         				AC3733				16				LB
jhZEOFdUnA                  				AC3733				17				LB
RSDz                        				AC3733				18				UB
EzmAgekSCfBZUYkv            				AC3734				1				UB
YFoITXkchDoVkHCE            				AC3734				2				SL
dxakDETCuQjNiyl             				AC3734				3				SU
qgikSr                      				AC3734				4				LB
pWdsA                       				AC3734				5				LB
oMDoA                       				AC3734				6				UB
fN                          				AC3734				7				UB
Kpl                         				AC3734				8				SL
GnrXBOyhFRun                				AC3734				9				SU




PNR Number: 4652_20221101_0_2636_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

CjdnMHdgsVBcqwYK            				SL2636				4				LB
fubdaQKLrhjnG               				SL2636				5				MB
mierTmX                     				SL2636				6				UB
MsKcCGXvMoMsgdi             				SL2636				7				SL
NiWYOUqAtK                  				SL2636				8				SU
AlVTD                       				SL2636				9				LB
uoavDrUteg                  				SL2636				10				MB
JJjxmjPBk                   				SL2636				11				UB
Ll                          				SL2636				12				LB
OxISDviiPSiyGu              				SL2636				13				MB
fySR                        				SL2636				14				UB
llRtnIDPrVY                 				SL2636				15				LB
eFCzQzJmkyBT                				SL2636				16				MB
LzCsXgf                     				SL2636				17				UB
HsrQjyNFevac                				SL2636				18				SL
XInswu                      				SL2636				19				SU
gZljDfPNvL                  				SL2636				20				LB
MPEELOo                     				SL2636				21				MB
CyjVojXgpKOX                				SL2636				22				UB
fxRuzmMQiIdN                				SL2636				23				LB
TDCU                        				SL2636				24				MB
HOOYQPe                     				SL2637				1				LB




PNR Number: 4652_20221101_0_2637_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

iqwcXau                     				SL2637				2				MB
jkaXY                       				SL2637				3				UB
fVqXIfmire                  				SL2637				4				LB
wqdazaaXrV                  				SL2637				5				MB
blVtr                       				SL2637				6				UB
hgHUWcQsbNwmVeZb            				SL2637				7				SL
rXIBqEsUkKw                 				SL2637				8				SU
MDJ                         				SL2637				9				LB
MU                          				SL2637				10				MB
xqWtGmZ                     				SL2637				11				UB
UBiIuoJOAIjQycO             				SL2637				12				LB




PNR Number: 22517_20221101_1_3759_8				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

bM                          				AC3759				8				SL
LAOVzrIIpMt                 				AC3759				9				SU
SWcZWOi                     				AC3759				10				LB
zkbFnulcEbrubjPo            				AC3759				11				LB
jFGUGbXRUkzFfgVp            				AC3759				12				UB
QcFKQTkEY                   				AC3759				13				UB
jLyODoBYagtGx               				AC3759				14				SL
rxSjcixqxgQUY               				AC3759				15				SU
HANXYWaSNEO                 				AC3759				16				LB
hQIYkGfeHktOVEpy            				AC3759				17				LB
ZydFrODPPprJCga             				AC3759				18				UB
vQDwI                       				AC3760				1				UB
ibPMqWT                     				AC3760				2				SL
zhbsqfecOVKd                				AC3760				3				SU
I                           				AC3760				4				LB
ygoJTZrVYzmpW               				AC3760				5				LB
FpKZjZGLDlc                 				AC3760				6				UB
ihC                         				AC3760				7				UB
AhC                         				AC3760				8				SL
gRiJIMYw                    				AC3760				9				SU
o                           				AC3760				10				LB
qCknYcE                     				AC3760				11				LB
TmB                         				AC3760				12				UB
sOOqVQhuFx                  				AC3760				13				UB
sf                          				AC3760				14				SL
fPetyltWsSXsa               				AC3760				15				SU
mfkk                        				AC3760				16				LB
GEtI                        				AC3760				17				LB
VkVzXGOU                    				AC3760				18				UB
LZwKnNclyORRl               				AC3761				1				UB
XXVhFEjQqAXzgmS             				AC3761				2				SL
YeKOm                       				AC3761				3				SU
LBs                         				AC3761				4				LB
JgUXHwvcmFqagV              				AC3761				5				LB
bDbiUlxDFMq                 				AC3761				6				UB
xmKOiqezTidLa               				AC3761				7				UB
zaYzlmJZwvHfzNko            				AC3761				8				SL




PNR Number: 4652_20221101_0_2656_24				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

lPCPl                       				SL2656				24				MB
oJymwCrFGNUkk               				SL2657				1				LB
SN                          				SL2657				2				MB
zwGabjkyhujyUJ              				SL2657				3				UB
mcHuCwuYnjGpFm              				SL2657				4				LB
gLjSHFkqXefIGScC            				SL2657				5				MB
rzoFL                       				SL2657				6				UB
o                           				SL2657				7				SL
xoqKbKnKe                   				SL2657				8				SU
YLsFMqA                     				SL2657				9				LB
wdmoLosknAjOJAHM            				SL2657				10				MB
l                           				SL2657				11				UB
iVpVmDsAYfQZZ               				SL2657				12				LB
Lku                         				SL2657				13				MB
yV                          				SL2657				14				UB
anoirFrTZGUff               				SL2657				15				LB
CwqSAEI                     				SL2657				16				MB
jqcLbdZ                     				SL2657				17				UB
aibcsaGCfC                  				SL2657				18				SL
QffVPiw                     				SL2657				19				SU
K                           				SL2657				20				LB




PNR Number: 4652_20221101_0_2657_21				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

eBjnRAdQCMMnNy              				SL2657				21				MB
OcjWbWc                     				SL2657				22				UB
bRPOhG                      				SL2657				23				LB
yMztNrrDbHcXH               				SL2657				24				MB
ARqlhmrEaTTA                				SL2658				1				LB
xWMxj                       				SL2658				2				MB
UcbFjaoKWAGjFs              				SL2658				3				UB
gtBGWDtfIQsc                				SL2658				4				LB
qJLpqyRnfICIgyd             				SL2658				5				MB
KmVOsbhVG                   				SL2658				6				UB
cYf                         				SL2658				7				SL
sl                          				SL2658				8				SU
noKXeQNKBeXYDak             				SL2658				9				LB
RB                          				SL2658				10				MB
m                           				SL2658				11				UB
IlzPyOlk                    				SL2658				12				LB
jrXJeBimP                   				SL2658				13				MB
HUdTBnylTZJ                 				SL2658				14				UB
cKIvytHHlEnPwd              				SL2658				15				LB
QuHLiBprIGA                 				SL2658				16				MB
WkuLZ                       				SL2658				17				UB
wAltMMmOyPyrYOPM            				SL2658				18				SL
OBeJDJfJIlIvll              				SL2658				19				SU
bzRy                        				SL2658				20				LB




PNR Number: 4652_20221101_1_3822_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ySxAwpb                     				AC3822				13				UB
eUEm                        				AC3822				14				SL
WrKjRlDvIml                 				AC3822				15				SU
OWJ                         				AC3822				16				LB
OCcUjHhGEF                  				AC3822				17				LB
AKjsbZutZmQqU               				AC3822				18				UB
KjVfVHGUwIsHCh              				AC3823				1				UB
CMan                        				AC3823				2				SL
fOphri                      				AC3823				3				SU
FFqcItKoml                  				AC3823				4				LB
mjZwZMU                     				AC3823				5				LB
NYMdhsbURDwhYRT             				AC3823				6				UB
mevFyZ                      				AC3823				7				UB
tCR                         				AC3823				8				SL
fbajBpzzNvIzMvu             				AC3823				9				SU
rzELyfHcyU                  				AC3823				10				LB
fAAXMPwpJHEc                				AC3823				11				LB
V                           				AC3823				12				UB
rGUzzNMCs                   				AC3823				13				UB
cu                          				AC3823				14				SL
tKpXIiX                     				AC3823				15				SU
NhEtZwJ                     				AC3823				16				LB
IFITxeUiuUTQg               				AC3823				17				LB
thGTcVJ                     				AC3823				18				UB
ONjnKZ                      				AC3824				1				UB
uHnMpRVpfce                 				AC3824				2				SL
PE                          				AC3824				3				SU
JJxzUuhoGmXYJ               				AC3824				4				LB
AODg                        				AC3824				5				LB
LxTTRbXlM                   				AC3824				6				UB




PNR Number: 22517_20221101_0_2861_16				Train Number :22517				Date of Journey:2022-11-01
